Time,Births
1950,15079.0
1951,15295.0
1952,15523.0
1953,15782.0
1954,16081.0
1955,16296.0
1956,16546.0
1957,16855.0
1958,17208.0
1959,17591.0
1960,17713.0
1961,17977.0
1962,18295.0
1963,18661.0
1964,19065.0
1965,19505.0
1966,19940.0
1967,20442.0
1968,20994.0
1969,21589.0
1970,22104.0
1971,22646.0
1972,23263.0
1973,23935.0
1974,24643.0
1975,25980.0
1976,26690.0
1977,27476.0
1978,28330.0
1979,29249.0
1980,29656.0
1981,30467.0
1982,31384.0
1983,32439.0
1984,33671.0
1985,34174.0
1986,36237.0
1987,38657.0
1988,41299.0
1989,44006.0
1990,45436.0
1991,46612.0
1992,47680.0
1993,48707.0
1994,49775.0
1995,49619.0
1996,50712.0
1997,52020.0
1998,53541.0
1999,55264.0
2000,54835.0
2001,56605.0
2002,58525.0
2003,60608.0
2004,62863.0
2005,62945.0
2006,64990.0
2007,67155.0
2008,69464.0
2009,71926.0
2010,71811.0
2011,74154.0
2012,76676.0
2013,79347.0
2014,82130.0
2015,80372.0
2016,82919.0
2017,85566.0
2018,88314.0
2019,91165.0
2020,87233.0
2021,89844.0
2022,92553.0
2023,95368.0
2024,98294.0
2025,93150.0
2026,95846.0
2027,98639.0
2028,101540.0
2029,104553.0
2030,98272.0
2031,101016.0
2032,103857.0
2033,106800.0
2034,109848.0
2035,102979.0
2036,105775.0
2037,108656.0
2038,111624.0
2039,114672.0
2040,107170.0
2041,109933.0
2042,112756.0
2043,115630.0
2044,118536.0
2045,110933.0
2046,113507.0
2047,116087.0
2048,118664.0
2049,121234.0
2050,113793.0
2051,116019.0
2052,118221.0
2053,120398.0
2054,122545.0
2055,115994.0
2056,117849.0
2057,119664.0
2058,121448.0
2059,123205.0
2060,117630.0
2061,119159.0
2062,120661.0
2063,122137.0
2064,123588.0
2065,118285.0
2066,119540.0
2067,120771.0
2068,121979.0
2069,123160.0
2070,118835.0
2071,119863.0
2072,120855.0
2073,121818.0
2074,122753.0
2075,118889.0
2076,119677.0
2077,120436.0
2078,121167.0
2079,121869.0
2080,118318.0
2081,118897.0
2082,119444.0
2083,119964.0
2084,120457.0
2085,117073.0
2086,117461.0
2087,117823.0
2088,118162.0
2089,118480.0
2090,115350.0
2091,115589.0
2092,115806.0
2093,116007.0
2094,116193.0
2095,113716.0
2096,113842.0
2097,113951.0
2098,114047.0
2099,114129.0
