Time,Births
1950,200767.0
1951,201968.0
1952,202078.0
1953,201957.0
1954,201852.0
1955,174469.0
1956,172834.0
1957,171544.0
1958,170366.0
1959,169230.0
1960,131160.0
1961,131231.0
1962,131417.0
1963,131754.0
1964,132258.0
1965,145052.0
1966,146128.0
1967,147137.0
1968,148251.0
1969,149709.0
1970,156850.0
1971,158573.0
1972,160857.0
1973,163247.0
1974,165051.0
1975,183218.0
1976,183488.0
1977,182610.0
1978,180739.0
1979,178263.0
1980,141252.0
1981,138181.0
1982,134973.0
1983,131789.0
1984,128810.0
1985,128565.0
1986,126727.0
1987,125023.0
1988,123735.0
1989,123200.0
1990,118013.0
1991,118282.0
1992,119392.0
1993,121058.0
1994,122864.0
1995,97585.0
1996,98732.0
1997,99906.0
1998,100974.0
1999,101800.0
2000,94376.0
2001,95188.0
2002,95785.0
2003,96138.0
2004,96208.0
2005,98476.0
2006,97963.0
2007,97057.0
2008,95776.0
2009,94175.0
2010,93493.0
2011,92065.0
2012,90461.0
2013,88751.0
2014,87054.0
2015,95987.0
2016,94313.0
2017,92711.0
2018,91208.0
2019,89814.0
2020,91804.0
2021,90471.0
2022,89354.0
2023,88348.0
2024,87298.0
2025,88814.0
2026,87642.0
2027,86352.0
2028,85000.0
2029,83678.0
2030,84573.0
2031,83372.0
2032,82230.0
2033,81160.0
2034,80176.0
2035,80796.0
2036,80005.0
2037,79336.0
2038,78762.0
2039,78235.0
2040,78919.0
2041,78427.0
2042,77966.0
2043,77530.0
2044,77120.0
2045,77693.0
2046,77320.0
2047,76979.0
2048,76662.0
2049,76352.0
2050,76729.0
2051,76415.0
2052,76107.0
2053,75784.0
2054,75428.0
2055,75647.0
2056,75278.0
2057,74879.0
2058,74442.0
2059,73969.0
2060,74035.0
2061,73568.0
2062,73084.0
2063,72591.0
2064,72099.0
2065,71988.0
2066,71539.0
2067,71117.0
2068,70717.0
2069,70332.0
2070,70162.0
2071,69820.0
2072,69514.0
2073,69238.0
2074,68974.0
2075,68894.0
2076,68674.0
2077,68478.0
2078,68281.0
2079,68066.0
2080,68008.0
2081,67830.0
2082,67650.0
2083,67461.0
2084,67254.0
2085,67178.0
2086,66976.0
2087,66770.0
2088,66558.0
2089,66328.0
2090,66166.0
2091,65946.0
2092,65725.0
2093,65481.0
2094,65202.0
2095,65051.0
2096,64812.0
2097,64557.0
2098,64290.0
2099,64013.0
