Time,Births
1950,112095.0
1951,113234.0
1952,114678.0
1953,116347.0
1954,118242.0
1955,120374.0
1956,122026.0
1957,124024.0
1958,126298.0
1959,128769.0
1960,131397.0
1961,133505.0
1962,135850.0
1963,138442.0
1964,141304.0
1965,144444.0
1966,147347.0
1967,150842.0
1968,154574.0
1969,158139.0
1970,158071.0
1971,159415.0
1972,160495.0
1973,162986.0
1974,168900.0
1975,176618.0
1976,192522.0
1977,213275.0
1978,235669.0
1979,256081.0
1980,275308.0
1981,285457.0
1982,290537.0
1983,292856.0
1984,295205.0
1985,310821.0
1986,315633.0
1987,322258.0
1988,329686.0
1989,336623.0
1990,359193.0
1991,360914.0
1992,361852.0
1993,363090.0
1994,365845.0
1995,382773.0
1996,389884.0
1997,399865.0
1998,411748.0
1999,424565.0
2000,426484.0
2001,437894.0
2002,450291.0
2003,463461.0
2004,477126.0
2005,478478.0
2006,490336.0
2007,502356.0
2008,515024.0
2009,529045.0
2010,509810.0
2011,524518.0
2012,541164.0
2013,559589.0
2014,579434.0
2015,563449.0
2016,584518.0
2017,606578.0
2018,629694.0
2019,654033.0
2020,634802.0
2021,659385.0
2022,685195.0
2023,711905.0
2024,739056.0
2025,715499.0
2026,740655.0
2027,765948.0
2028,791366.0
2029,817013.0
2030,784545.0
2031,808148.0
2032,832081.0
2033,856344.0
2034,880935.0
2035,841857.0
2036,864796.0
2037,888105.0
2038,911965.0
2039,936637.0
2040,895138.0
2041,919368.0
2042,944505.0
2043,970502.0
2044,997269.0
2045,958235.0
2046,984182.0
2047,1010732.0
2048,1037772.0
2049,1065178.0
2050,1024444.0
2051,1050246.0
2052,1076272.0
2053,1102337.0
2054,1128236.0
2055,1085363.0
2056,1109057.0
2057,1132461.0
2058,1155541.0
2059,1178311.0
2060,1134465.0
2061,1155447.0
2062,1176138.0
2063,1196596.0
2064,1216918.0
2065,1174546.0
2066,1193919.0
2067,1213213.0
2068,1232477.0
2069,1251787.0
2070,1209487.0
2071,1228315.0
2072,1247228.0
2073,1266153.0
2074,1284995.0
2075,1248048.0
2076,1266289.0
2077,1284330.0
2078,1302100.0
2079,1319535.0
2080,1279945.0
2081,1296330.0
2082,1312356.0
2083,1327940.0
2084,1342999.0
2085,1303666.0
2086,1317715.0
2087,1331202.0
2088,1344153.0
2089,1356631.0
2090,1315796.0
2091,1327552.0
2092,1338899.0
2093,1349855.0
2094,1360453.0
2095,1316216.0
2096,1326433.0
2097,1336335.0
2098,1345939.0
2099,1355273.0
