Time,Births
1950,314774.0
1951,321590.0
1952,329403.0
1953,337591.0
1954,345798.0
1955,368273.0
1956,375300.0
1957,382632.0
1958,390279.0
1959,398389.0
1960,421787.0
1961,430497.0
1962,439904.0
1963,450446.0
1964,462709.0
1965,479706.0
1966,494589.0
1967,511898.0
1968,531438.0
1969,552839.0
1970,567369.0
1971,590706.0
1972,615846.0
1973,642707.0
1974,671277.0
1975,670801.0
1976,699762.0
1977,730680.0
1978,763408.0
1979,797735.0
1980,787313.0
1981,821818.0
1982,857813.0
1983,895354.0
1984,934637.0
1985,884090.0
1986,921288.0
1987,960449.0
1988,1001559.0
1989,1044756.0
1990,927540.0
1991,968093.0
1992,1011537.0
1993,1057179.0
1994,1103786.0
1995,1103945.0
1996,1146454.0
1997,1187760.0
1998,1229170.0
1999,1272643.0
2000,1232766.0
2001,1272030.0
2002,1315427.0
2003,1361581.0
2004,1408287.0
2005,1354531.0
2006,1396888.0
2007,1438318.0
2008,1479327.0
2009,1521057.0
2010,1379615.0
2011,1416371.0
2012,1454519.0
2013,1493908.0
2014,1534283.0
2015,1372214.0
2016,1409122.0
2017,1446782.0
2018,1485401.0
2019,1525135.0
2020,1456353.0
2021,1495573.0
2022,1534868.0
2023,1574487.0
2024,1614729.0
2025,1547686.0
2026,1584342.0
2027,1622015.0
2028,1659716.0
2029,1696127.0
2030,1630472.0
2031,1662008.0
2032,1691680.0
2033,1719441.0
2034,1745473.0
2035,1671841.0
2036,1693386.0
2037,1713328.0
2038,1732051.0
2039,1750048.0
2040,1682381.0
2041,1699263.0
2042,1715752.0
2043,1732106.0
2044,1748616.0
2045,1682977.0
2046,1699516.0
2047,1716458.0
2048,1733679.0
2049,1750933.0
2050,1691803.0
2051,1708618.0
2052,1725298.0
2053,1741656.0
2054,1757475.0
2055,1697560.0
2056,1712011.0
2057,1725776.0
2058,1738695.0
2059,1750589.0
2060,1694370.0
2061,1704591.0
2062,1713682.0
2063,1721711.0
2064,1728818.0
2065,1671954.0
2066,1677996.0
2067,1683261.0
2068,1687803.0
2069,1691687.0
2070,1639357.0
2071,1642820.0
2072,1645745.0
2073,1648188.0
2074,1650213.0
2075,1603551.0
2076,1605563.0
2077,1607259.0
2078,1608596.0
2079,1609505.0
2080,1568034.0
2081,1568893.0
2082,1569353.0
2083,1569346.0
2084,1568784.0
2085,1536457.0
2086,1535786.0
2087,1534558.0
2088,1532731.0
2089,1530274.0
2090,1504001.0
2091,1501363.0
2092,1498177.0
2093,1494437.0
2094,1490137.0
2095,1467132.0
2096,1462792.0
2097,1458016.0
2098,1452798.0
2099,1447149.0
