Time,Births
1950,372441.0
1951,381076.0
1952,391500.0
1953,402554.0
1954,413790.0
1955,429517.0
1956,441026.0
1957,452535.0
1958,464577.0
1959,477647.0
1960,492468.0
1961,505149.0
1962,519593.0
1963,535332.0
1964,551671.0
1965,568567.0
1966,584130.0
1967,600367.0
1968,617353.0
1969,635320.0
1970,650716.0
1971,668786.0
1972,688273.0
1973,708998.0
1974,730764.0
1975,750391.0
1976,771810.0
1977,794453.0
1978,818366.0
1979,843666.0
1980,847063.0
1981,872496.0
1982,899929.0
1983,929106.0
1984,959701.0
1985,964125.0
1986,994066.0
1987,1025426.0
1988,1058732.0
1989,1094689.0
1990,1078852.0
1991,1116267.0
1992,1157163.0
1993,1200157.0
1994,1243663.0
1995,1224699.0
1996,1259928.0
1997,1295218.0
1998,1331315.0
1999,1368980.0
2000,1394425.0
2001,1433826.0
2002,1474757.0
2003,1517359.0
2004,1561968.0
2005,1590861.0
2006,1634015.0
2007,1680068.0
2008,1728586.0
2009,1778960.0
2010,1727822.0
2011,1778261.0
2012,1831081.0
2013,1886032.0
2014,1942961.0
2015,1897684.0
2016,1955412.0
2017,2014348.0
2018,2075251.0
2019,2139096.0
2020,2083961.0
2021,2149122.0
2022,2217607.0
2023,2289032.0
2024,2362716.0
2025,2302008.0
2026,2374876.0
2027,2449721.0
2028,2526177.0
2029,2603861.0
2030,2537085.0
2031,2612085.0
2032,2687924.0
2033,2764614.0
2034,2842294.0
2035,2760354.0
2036,2835706.0
2037,2912102.0
2038,2989385.0
2039,3067360.0
2040,2980727.0
2041,3056076.0
2042,3131942.0
2043,3208337.0
2044,3285284.0
2045,3199604.0
2046,3274158.0
2047,3349163.0
2048,3424696.0
2049,3500900.0
2050,3399441.0
2051,3473661.0
2052,3548720.0
2053,3624381.0
2054,3700299.0
2055,3609546.0
2056,3683405.0
2057,3757117.0
2058,3830686.0
2059,3904167.0
2060,3812192.0
2061,3883061.0
2062,3953801.0
2063,4024230.0
2064,4094115.0
2065,3997857.0
2066,4064967.0
2067,4131451.0
2068,4197231.0
2069,4262247.0
2070,4167723.0
2071,4230277.0
2072,4291993.0
2073,4352907.0
2074,4413093.0
2075,4309423.0
2076,4367573.0
2077,4425115.0
2078,4481985.0
2079,4538090.0
2080,4438759.0
2081,4493453.0
2082,4547312.0
2083,4600283.0
2084,4652317.0
2085,4543658.0
2086,4593984.0
2087,4643423.0
2088,4691857.0
2089,4739148.0
2090,4627670.0
2091,4673625.0
2092,4718430.0
2093,4761988.0
2094,4804205.0
2095,4703942.0
2096,4744871.0
2097,4784487.0
2098,4822702.0
2099,4859407.0
