Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1950,0.2709757607350141,0.12707389927622975,0.06791503819804098,0.0408073881309551,0.027165605563363372,0.019665810458241586,0.015180469655183167,0.01225204268871716,0.010143324321594573,0.00855418916550431,0.007386895474307003,0.0065692684623777815,0.006051059266966204,0.005804538610043823,0.005791852294153158,0.005964874551279401,0.006289483408170594,0.0067352578057219125,0.007266912018060927,0.007851266745307065,0.008458012377178173,0.00904722384334453,0.009568866002806924,0.009966948378393946,0.010225660657969099,0.010378418064923992,0.010467513899578383,0.010538784295833803,0.010638614996229673,0.010787336200621436,0.010978391991193081,0.011203934006735899,0.01145569736422718,0.011725044460827864,0.01200944693531224,0.012313213169429432,0.012641392371481461,0.012999564067975323,0.013393539971385227,0.013820395778171487,0.014267022575879893,0.014718052336112075,0.01515611261597695,0.015562848556142964,0.015941055850657082,0.016317528266884932,0.016722857033669422,0.017190753290955246,0.017757576555312658,0.018432435221912243,0.019192329495132804,0.020008791381493293,0.020848002385379507,0.021671913113523473,0.022480121089012213,0.0233178558603497,0.024239501232443204,0.025308148310701672,0.026596255145289006,0.02814019990740798,0.029929875553783895,0.03194798276442229,0.03416901992813304,0.03655821658183727,0.03911514392926322,0.041887802162490384,0.044937745298125095,0.048340863130459835,0.05218888918466177,0.056544037329530075,0.06142267516488699,0.06683048216328086,0.0727604234157779,0.07919096436541306,0.0861446299801647,0.09371145146685234,0.10200534761967735,0.11116625652138917,0.12136278891273372,0.13272299283204658,0.14530585934961215,0.15915252680160485,0.17428279092081075,0.19069207037278169,0.20844569644979002,0.22771876647223097,0.24872716366701556,0.271730903472985,0.2970237143090888,0.32447332098797843,0.3533106959802128,0.3824287951395267,0.41038027654316395,0.43548075999652563,0.4577266056743801,0.479302527908981,0.5030020592955639,0.532201862680121,0.5710873628154718,0.6246354901784457,0.6992501788535974
1951,0.2680176077290755,0.12358520949460837,0.06528171899694156,0.03894195193615891,0.025832604003359565,0.018687140796832265,0.014440616712475382,0.011677257229086762,0.009684845368051217,0.008178193482356294,0.007069401025212898,0.0062929837318926735,0.0058032002644129626,0.005575383099200699,0.005574055933823502,0.005752870831474548,0.006078730645372923,0.006521604184764421,0.007046052857010312,0.00761915253970487,0.008211809487824089,0.008785833729573709,0.009293504331475834,0.009681581704922334,0.009935300731008082,0.010086975341354184,0.010177494275202512,0.010251217931918855,0.010353106300508768,0.010502912578346743,0.010694323329129339,0.01091976149483563,0.011171232192925406,0.011440359401399399,0.011724637686708369,0.012028149219113994,0.01235569035322845,0.01271256762746426,0.013104312725347384,0.013528129024451191,0.01397148880782024,0.014419675530272064,0.014856021771282308,0.015262895232682308,0.015643236108392144,0.016023385772576403,0.016433476540768644,0.01690680495557924,0.01747938763066707,0.018160229981276907,0.01892635807397792,0.019749206044391125,0.02059469724689467,0.021424359890200712,0.022237489532098968,0.023079330179555022,0.024004433250067486,0.02507620410231168,0.026367583223969333,0.02791543438514172,0.029709994669305007,0.03173425422762807,0.03396291658519894,0.03636128354734861,0.03892874267327093,0.04171293101326114,0.04477499801577686,0.04819038109703171,0.052050323845926054,0.056417262121149406,0.06130870055127172,0.06673179122111639,0.07268136107427241,0.07913815119518068,0.08612617261060984,0.09373579190106836,0.10208111905366432,0.11130217831959101,0.12156757037399463,0.13300595412424243,0.14567768331671285,0.15962534288469107,0.17487020106390816,0.1914092137530572,0.20931122970912588,0.2287579295462496,0.2499738848801291,0.2732303215946662,0.29883484353001794,0.3266601567234945,0.35592654808460367,0.3855067405358749,0.4139225040231635,0.43944974051792635,0.46208277242816814,0.48405827803053525,0.5082405389333166,0.5380977782786782,0.577939537375133,0.6329097075102493,0.7096559546522304
1952,0.26561091963205535,0.12073034680547992,0.06313727024596302,0.03742683000000001,0.02474937528619874,0.01788930482213874,0.01383444655151345,0.011203669627378832,0.00930528332130818,0.007865927632654847,0.006805204476230159,0.006062792355489161,0.005596466246082587,0.005383959391337809,0.0053917352980629414,0.005574958684487786,0.005901413783975383,0.006341424457190313,0.00685946313277699,0.007422828079279544,0.008003414303698747,0.008564453390390235,0.009060127045118068,0.009439462202342075,0.00968856302030909,0.009838847943452347,0.009930056314095529,0.010005333647417472,0.01010845857869467,0.01025869748555485,0.010449925778863375,0.010674779845462579,0.010925477577751244,0.011193849520668129,0.011477413118524833,0.011780081566524882,0.012106461908386828,0.012461656204064956,0.012850987210963206,0.013271773134690391,0.013711961562121051,0.014157368765129746,0.014591903911272205,0.014998525204166783,0.01538028584719952,0.015763147470582897,0.016176857525400535,0.01665436511959597,0.01723140071981459,0.01791688850674065,0.018687882134220596,0.019515735208908137,0.020366149731987727,0.021200287294782703,0.022017172829369654,0.022862047364880428,0.023789591713985574,0.024863467337460653,0.026157016673066164,0.02770751713724019,0.02950550613562359,0.031534227412994366,0.03376856460470538,0.03617388317339771,0.03874940732272458,0.04154244971487079,0.04461379708964426,0.04803848022135997,0.05190730118960363,0.05628287665545588,0.061183694393053566,0.06661818533036468,0.07258279835599463,0.07906026159188251,0.08607587104637761,0.09372025165440681,0.1021076334574384,0.11137805366311815,0.1217000237656117,0.13320267820239118,0.14594754362317036,0.15997846227344598,0.17531799565562145,0.19196446614895568,0.20998981471358227,0.22958148781749482,0.2509716869786166,0.2744415095184328,0.3003108170447499,0.32845690916236414,0.3580910479598073,0.3880685715092707,0.41688448745544715,0.442780107266168,0.4657477864932764,0.4880692437520773,0.5126703185457394,0.5430991820888486,0.5837741973542852,0.6399863881698846,0.7185992974217931
1953,0.26367861071638027,0.11840846623879836,0.06139681808139702,0.03619826983262968,0.023869605944842193,0.017238801407739607,0.013337524164039645,0.010813135924165029,0.008990736173238815,0.007606303204145442,0.006585112843552157,0.005870800766765272,0.005423870599746647,0.005223929314675998,0.005239020680890327,0.0054255947674017755,0.005752192331693766,0.006189458182305516,0.006701823568069669,0.007256781395181772,0.007827029821368325,0.008376962842495233,0.008862323454848059,0.009234003203509655,0.009478829865379181,0.009627498133189102,0.00971881117596556,0.009794918149927084,0.00989862175258223,0.010048777754663042,0.010239405601989951,0.010463306607545233,0.01071286329373859,0.010980066303533697,0.01126245530536303,0.011563821887353557,0.011888636695609016,0.012241854666283216,0.012628649422037591,0.013046443422684188,0.013483570585907404,0.013926279885148456,0.014358948327680386,0.01476501238071794,0.015147611146652022,0.015532387903180456,0.015948767888052627,0.016429409636571413,0.017009805482297306,0.01769881588381302,0.018473522163617907,0.019305211418857885,0.02015939577645806,0.02099691889528509,0.021816563521706998,0.022663553979353875,0.02359266815021391,0.024667773338844998,0.0259625435214284,0.027514606006744248,0.029314758983475298,0.03134646716862562,0.033584771314918827,0.03599509223539843,0.0385765081317936,0.041376041055259896,0.04445415184628841,0.04788550517999939,0.05176050483585535,0.05614191187375975,0.06104906004450921,0.06649148562431477,0.07246704385369886,0.07896018961094177,0.08599732115119028,0.09366925016198765,0.1020902606282776,0.1114003352461592,0.12176782433493567,0.13332221488150534,0.14612603309069966,0.1602242049496628,0.17564042001639849,0.19237420872373276,0.21050021288722795,0.23021089334463274,0.2517451051107926,0.27539257699789804,0.30148392303194915,0.32990064811623104,0.35984648142636155,0.3901619717776201,0.41931915663883956,0.44552949678238774,0.4687834688275529,0.4914014445188646,0.5163623034342559,0.5472833504462432,0.5886774346804882,0.6459639613260811,0.7261957488201676
1954,0.26214822152141215,0.11653113315835678,0.05998864158015145,0.03520343579855158,0.02315521973821835,0.016708099888366378,0.012929683492857627,0.010490586577926654,0.008729590317993464,0.007390018547367261,0.006401390668803121,0.005710348698808402,0.0052794997310732375,0.005089904885018005,0.0051108941477554775,0.005300009799596078,0.0056264416351624776,0.006061123254445306,0.006568480109778812,0.007116176178787757,0.007677561503028366,0.008217979238256823,0.008694451941066104,0.009059403920900969,0.009300266520916568,0.009447153143366653,0.009538107875515562,0.009614465401365815,0.009718223936784103,0.009867892583007486,0.010057597670508792,0.01028026509553288,0.01052840188073985,0.010794119917443303,0.01107498011699362,0.011374691340551617,0.011697631480079393,0.012048655851617874,0.012432838633485177,0.01284769776606731,0.013281879304468046,0.01372198116899265,0.014152756965845042,0.014558026973310502,0.014940993163060193,0.015327031915398966,0.015745298799963944,0.016228209466679848,0.016811058311650213,0.01750265606906579,0.018280110831744256,0.019114654570195115,0.019971636375424092,0.02081162416805819,0.02163318393100827,0.022481512469404864,0.023411457506371715,0.024487049070181347,0.025782231648814116,0.027334926639333162,0.02913615794052925,0.031169582160815192,0.033410376549381796,0.03582400963452979,0.038409428402379285,0.041213393385279205,0.04429607144545649,0.04773179653397681,0.05161061200941659,0.055995391473722386,0.06090619407923624,0.06635350839552052,0.07233640526333258,0.07884083537198523,0.08589413613971521,0.09358724106576592,0.1020344281995788,0.11137556508402686,0.12177877686852823,0.13337379352039966,0.14622398539890283,0.16037520610387937,0.17585212396576225,0.19265533349175137,0.21086182408557835,0.23066839321572463,0.25231966631316644,0.2761128786851457,0.3023880255013519,0.33103044274818133,0.36123764553833265,0.3918377163152714,0.4212831403231821,0.4477598202598166,0.4712564509399441,0.4941262842059166,0.519393511775904,0.5507347212903717,0.5927441221670952,0.6509522095616449,0.7325763568098426
1955,0.2609507970133901,0.11501927847095406,0.05885082400561839,0.034397572228091935,0.022574228051461052,0.016274095178592785,0.012593941692596335,0.010223260905998876,0.008511961290440266,0.007209127699121116,0.006247411292195,0.005575715816773915,0.005158259261965859,0.004977225344559941,0.005002991870480262,0.00519403125626324,0.005520091124231799,0.005952364532364442,0.006455296908936067,0.00699670337909989,0.00755046357408663,0.008082696009541795,0.008551472611283544,0.00891047920162654,0.00914765264677696,0.009292641855617371,0.00938287719596679,0.009459028467463626,0.00956243076535232,0.009711299511737532,0.00989983756457816,0.010121062356118515,0.010367572482291157,0.010631569139403977,0.010910633370144912,0.011208422745232632,0.01152925781748489,0.011877932946981523,0.012259463406664962,0.01267145528456845,0.013102805699424545,0.013540392412310689,0.013969270182168864,0.014373564821241695,0.014756521972255942,0.015143293666121821,0.015562809253135758,0.01604728089309672,0.016631838149363008,0.01732525308925936,0.018104659243204986,0.018941242774592602,0.019800212512277225,0.02064189686734103,0.02146466739172748,0.022313684832235357,0.023243843971009613,0.02431930094980611,0.025614218541938554,0.027166764158377734,0.028968156958636276,0.03100222013102358,0.033244249448838095,0.035659754496017625,0.038247563571140696,0.04105420034622531,0.04413956488607195,0.047577690665285256,0.051458293100280265,0.05584433082878991,0.06075648429241706,0.06620606183376765,0.07219318436564898,0.07870509755246698,0.08576993558519444,0.09347869651540465,0.10194559979938825,0.11131034489707936,0.12174077650137789,0.1333667722460158,0.14625241041902431,0.1604443349472722,0.17596806113390073,0.19282511977734876,0.2110945360937693,0.23097684656333564,0.25272166652794353,0.2766327408906419,0.3030582268810881,0.3318869439309905,0.3623113360031998,0.39314905319212895,0.42283603917279755,0.4495364346331583,0.47323725207433487,0.4963195287144296,0.5218459271817462,0.5535435690102911,0.5960763183067674,0.6550702532422664,0.7378849984725092
1956,0.26001996652275544,0.11380079933708565,0.057928686624025685,0.03374186324142609,0.022099118403259246,0.015916949214827895,0.012315681164223248,0.010000126621388977,0.008329267276619813,0.0070567103307304915,0.006117389104838182,0.005461895956765407,0.005055678219105127,0.004881784532019713,0.004911450362659252,0.0051039447038736694,0.00542949712541932,0.0058595342414194725,0.006358539736253888,0.006894463252087987,0.0074416167020364245,0.00796675476411855,0.00842881396295497,0.008782523777871738,0.009016247790742863,0.009159264236446292,0.009248506700081245,0.009324100667685582,0.009426832329210044,0.009574666507736697,0.009761858385139129,0.009981490522162994,0.010226226753027872,0.010488332000074048,0.01076540633229332,0.011061080801426313,0.011379646594791534,0.011725867716458276,0.012104732658315664,0.012513929495834929,0.012942557178999092,0.013377717523529682,0.013804705452544348,0.014207888946403648,0.014590541746821648,0.014977625971560549,0.015397879886539477,0.01588334395138866,0.016469009478866377,0.017163618444771003,0.017944328497713827,0.018782287728245962,0.019642583900443985,0.020485336632658592,0.02130874224989719,0.022157918656343156,0.02308778882286688,0.024162604381267293,0.025456702468496916,0.027008455969059233,0.028809253598119568,0.030843063762738737,0.0330852856590123,0.03550146449020422,0.03809032039384298,0.040898160620516585,0.04398464101222995,0.04742351973728082,0.05130421131176228,0.05568973609157841,0.060601308017702034,0.06605094325225254,0.07203967273031284,0.07855586692738384,0.0856283359159937,0.09334809354272108,0.1018292560295386,0.11121131024247294,0.12166177439591007,0.13331059338351303,0.14622243733115586,0.16044462315598124,0.1760034000561555,0.19290112493946546,0.21121859127282772,0.23115956213605673,0.2529779722811964,0.27698321802469567,0.3035305664950174,0.3325120099808512,0.36311588650205395,0.39415114643363053,0.42403976881834216,0.45092739198209064,0.4747994420894049,0.4980603768537458,0.5238054536957377,0.5558047940814379,0.5987818043361988,0.6584446917143748,0.7422758927317545
1957,0.25929120576175985,0.11280868573548081,0.057172829572970485,0.03320182,0.021705646408962255,0.0156192220143867,0.012082033483091292,0.009811440090530756,0.008173904332665724,0.006926619504327029,0.006006174418930363,0.005364423824526389,0.004967758400177727,0.004799897679965175,0.004832787354125646,0.005026385878735934,0.0053513434125269975,0.005779298067274831,0.006274784154396602,0.006805872274148655,0.00734723135361687,0.007866144013029125,0.008322267424961158,0.008671204828226742,0.008901684815238823,0.009042687758661334,0.009130741421214134,0.009205520985678858,0.009307353038373179,0.009453985779545255,0.009639708204342186,0.00985764775444436,0.010100513307585185,0.010360613891481227,0.0106355675945377,0.010928997626411127,0.011245186927582638,0.011588892269030626,0.01196509963698076,0.01237157390873565,0.012797577498127297,0.013230392785672444,0.013655507291398654,0.014057481723496823,0.014439605808931132,0.014826678686926355,0.01524727496252862,0.015733288110220497,0.01631959169273507,0.01701490405173593,0.017796406015843765,0.018635214150447266,0.019496311188985472,0.020339633552931825,0.021163218400997084,0.022012135348364652,0.022941320157867057,0.024015094878771733,0.02530793497419016,0.026858385621094525,0.028657984219844886,0.03069082712633617,0.03293240490568521,0.03534829436718445,0.03793711622353655,0.04074497770480763,0.04383130851919727,0.047269611678479734,0.05114902239452258,0.05553260347898031,0.06044203075615176,0.06588993679994481,0.07187814814253132,0.07839602095998051,0.08547294241571775,0.09319990254165876,0.10169087832541072,0.111085108496092,0.1215497484531853,0.13321474533613384,0.146145265877021,0.16038920344041077,0.1759734477223387,0.19290109026009963,0.21125447153853236,0.23124015798247544,0.2531158490726678,0.2771958814480291,0.3038417586028801,0.33294838073284416,0.3637007665425478,0.3949005885337758,0.42495798382873845,0.45200278024282914,0.4760189051033156,0.49943064188149966,0.5253609936654264,0.5576168525629849,0.6009727862448371,0.6612079469703483,0.7459113713615751
1958,0.2586957019023197,0.11197449280117695,0.05653420045960748,0.03274379831603901,0.021370394481124835,0.015364140772066845,0.011880630408097389,0.009647824084874688,0.0080385419509069,0.006812920432207642,0.005908787460239999,0.005278973092143753,0.004890616022865138,0.004727972951396546,0.00476359368912154,0.004958045568646453,0.005282352821321874,0.005708347450002298,0.006200621762761131,0.00672735691902232,0.00726352486487708,0.0077768582618888546,0.00822763104514881,0.00857219729741441,0.008799605370449697,0.008938589431518757,0.009025336307342811,0.009099138246242389,0.009199926538096578,0.00934525766463382,0.009529441774813434,0.009745637273371419,0.009986584212767626,0.010244622265902576,0.010517386699826782,0.010808505359377793,0.011122267047603,0.011463436744383153,0.011837014102018437,0.01224083644633832,0.012664302198162265,0.01309484323160122,0.0135181057264612,0.01391880790766557,0.01430024699492446,0.014687078521106059,0.015107733054573965,0.015593974620846062,0.01618057334270623,0.01687622844963942,0.017658143835847517,0.018497410264943073,0.01935891854649964,0.020202442453809505,0.021025872692983984,0.021874226188233682,0.02280243941959456,0.023874885344297426,0.025166149806625668,0.026714924866373103,0.028512881055178785,0.03054422997735843,0.032784544999787536,0.03519943229139897,0.037787420203090394,0.040594428230353294,0.043679673386099,0.04711641839418761,0.05099353496080441,0.05537411337768158,0.06028023702729993,0.06572508560739963,0.07171119457292623,0.078228800521324,0.08530779342649424,0.09303911063557958,0.10153656413492639,0.11093911955090151,0.12141354442745753,0.1330897405197314,0.14603329925242142,0.16029261721919064,0.17589515340257597,0.1928446636977546,0.21122486644347774,0.23124480835054573,0.25316552977035894,0.2773057636997028,0.3040325809562555,0.3332435822079002,0.3641210590080516,0.3954604817917777,0.4256617560680068,0.45284094478937004,0.47698055005008205,0.5005219611239403,0.5266122522676547,0.5590903603542039,0.6027756484539313,0.6635097070757695,0.7489758253401101
1959,0.2581433389264399,0.11121227631330684,0.0559529287427853,0.03232751462709019,0.021065663380108963,0.01513200564982629,0.011696997583985513,0.009498321719879825,0.007914620139887637,0.00670868309811013,0.005819408952592129,0.005200479764021731,0.004819693375688182,0.004661780403181756,0.004699837503964266,0.004894992321161701,0.005218614850784072,0.0056427193756679326,0.0061319584683716954,0.0066546174281790615,0.00718594234100025,0.007694074261738157,0.008139847968855437,0.008480301497466895,0.008704776729029967,0.00884178697055321,0.008927210804095883,0.008999992152184602,0.00909970068747933,0.00924371517182429,0.009426361778947503,0.009640824071541255,0.009879867525107791,0.010135856917557175,0.010406444095955463,0.01069526608357761,0.011006622661584815,0.011345292578306038,0.011716294853304676,0.01211753563960324,0.012538535338752736,0.012966859620665067,0.013388296358812377,0.013787703919454884,0.01416838321443539,0.014554856272039172,0.014975419648473154,0.015461716583939876,0.01604842037975067,0.01674421356675866,0.0175263246428899,0.018365823889233353,0.019227520237766072,0.020071039579510123,0.020894134727455785,0.02174176643393323,0.02266886365261661,0.02373983747267697,0.02502936619630822,0.026576273246398684,0.02837235376178861,0.03040192803278279,0.03264064846522357,0.035054150982246055,0.03764087689401913,0.040446565355448286,0.04353022848923793,0.04696489710230885,0.050839187972669724,0.05521620944907977,0.06011842034632281,0.06555950675862546,0.07154266239848103,0.07805894314035965,0.08513870023328504,0.09287280499607495,0.10137489372022461,0.11078364964432513,0.12126544415062966,0.1329501102015441,0.14590362345020128,0.1601748419413522,0.17579175264027516,0.19275873409530414,0.2111607832743218,0.23120923895322779,0.2531682352479028,0.27736058440540107,0.304158534767746,0.3334622635099893,0.36445167034990594,0.39591663437758295,0.4262477440544077,0.4535484596770538,0.4777999088646983,0.5014590624817503,0.5276950057201942,0.560376072663494,0.6043628628181278,0.6655546680026007,0.7517221866134487
