Time,Births
1950,12704.0
1951,13125.0
1952,13386.0
1953,13592.0
1954,13810.0
1955,13395.0
1956,13590.0
1957,13864.0
1958,14185.0
1959,14515.0
1960,14846.0
1961,15084.0
1962,15307.0
1963,15567.0
1964,15928.0
1965,14384.0
1966,14883.0
1967,15429.0
1968,15954.0
1969,16405.0
1970,11871.0
1971,12227.0
1972,12560.0
1973,12872.0
1974,13177.0
1975,10911.0
1976,11221.0
1977,11505.0
1978,11781.0
1979,12077.0
1980,11353.0
1981,11842.0
1982,12341.0
1983,12823.0
1984,13255.0
1985,13138.0
1986,13565.0
1987,13971.0
1988,14361.0
1989,14743.0
1990,13580.0
1991,13876.0
1992,14143.0
1993,14369.0
1994,14542.0
1995,14141.0
1996,14309.0
1997,14419.0
1998,14473.0
1999,14481.0
2000,15224.0
2001,15121.0
2002,15006.0
2003,14904.0
2004,14840.0
2005,14604.0
2006,14589.0
2007,14570.0
2008,14534.0
2009,14462.0
2010,14370.0
2011,14341.0
2012,14248.0
2013,14102.0
2014,13929.0
2015,13043.0
2016,13037.0
2017,13057.0
2018,13093.0
2019,13134.0
2020,12520.0
2021,12625.0
2022,12730.0
2023,12832.0
2024,12933.0
2025,12510.0
2026,12621.0
2027,12724.0
2028,12815.0
2029,12891.0
2030,12551.0
2031,12616.0
2032,12661.0
2033,12685.0
2034,12687.0
2035,12324.0
2036,12316.0
2037,12286.0
2038,12238.0
2039,12176.0
2040,11868.0
2041,11822.0
2042,11766.0
2043,11703.0
2044,11632.0
2045,11368.0
2046,11319.0
2047,11267.0
2048,11210.0
2049,11151.0
2050,10927.0
2051,10892.0
2052,10855.0
2053,10814.0
2054,10767.0
2055,10609.0
2056,10581.0
2057,10547.0
2058,10507.0
2059,10458.0
2060,10337.0
2061,10300.0
2062,10255.0
2063,10201.0
2064,10138.0
2065,10013.0
2066,9961.0
2067,9901.0
2068,9830.0
2069,9749.0
2070,9624.0
2071,9560.0
2072,9490.0
2073,9412.0
2074,9329.0
2075,9229.0
2076,9168.0
2077,9101.0
2078,9028.0
2079,8949.0
2080,8843.0
2081,8788.0
2082,8729.0
2083,8664.0
2084,8593.0
2085,8503.0
2086,8456.0
2087,8403.0
2088,8342.0
2089,8275.0
2090,8188.0
2091,8142.0
2092,8089.0
2093,8029.0
2094,7960.0
2095,7875.0
2096,7827.0
2097,7771.0
2098,7706.0
2099,7634.0
