Time,Births
1950,1454.0
1951,1458.0
1952,1460.0
1953,1466.0
1954,1478.0
1955,1494.0
1956,1490.0
1957,1496.0
1958,1506.0
1959,1515.0
1960,1701.0
1961,1693.0
1962,1683.0
1963,1677.0
1964,1680.0
1965,1794.0
1966,1788.0
1967,1785.0
1968,1789.0
1969,1797.0
1970,1651.0
1971,1717.0
1972,1793.0
1973,1878.0
1974,1972.0
1975,1643.0
1976,1723.0
1977,1806.0
1978,1889.0
1979,1968.0
1980,1646.0
1981,1719.0
1982,1792.0
1983,1861.0
1984,1926.0
1985,1688.0
1986,1702.0
1987,1710.0
1988,1714.0
1989,1719.0
1990,1529.0
1991,1573.0
1992,1616.0
1993,1659.0
1994,1696.0
1995,1467.0
1996,1480.0
1997,1490.0
1998,1501.0
1999,1513.0
2000,1541.0
2001,1592.0
2002,1641.0
2003,1681.0
2004,1708.0
2005,1799.0
2006,1765.0
2007,1724.0
2008,1682.0
2009,1643.0
2010,1667.0
2011,1649.0
2012,1637.0
2013,1627.0
2014,1618.0
2015,1659.0
2016,1647.0
2017,1634.0
2018,1619.0
2019,1605.0
2020,1515.0
2021,1505.0
2022,1495.0
2023,1487.0
2024,1480.0
2025,1412.0
2026,1411.0
2027,1413.0
2028,1416.0
2029,1421.0
2030,1371.0
2031,1380.0
2032,1392.0
2033,1405.0
2034,1417.0
2035,1380.0
2036,1392.0
2037,1403.0
2038,1412.0
2039,1419.0
2040,1383.0
2041,1388.0
2042,1390.0
2043,1390.0
2044,1386.0
2045,1352.0
2046,1346.0
2047,1338.0
2048,1328.0
2049,1317.0
2050,1281.0
2051,1271.0
2052,1261.0
2053,1251.0
2054,1241.0
2055,1216.0
2056,1208.0
2057,1201.0
2058,1194.0
2059,1188.0
2060,1168.0
2061,1163.0
2062,1160.0
2063,1156.0
2064,1152.0
2065,1135.0
2066,1131.0
2067,1127.0
2068,1123.0
2069,1117.0
2070,1103.0
2071,1098.0
2072,1091.0
2073,1084.0
2074,1076.0
2075,1060.0
2076,1052.0
2077,1043.0
2078,1033.0
2079,1023.0
2080,1010.0
2081,1001.0
2082,991.0
2083,982.0
2084,972.0
2085,957.0
2086,949.0
2087,941.0
2088,933.0
2089,925.0
2090,913.0
2091,907.0
2092,900.0
2093,893.0
2094,885.0
2095,875.0
2096,869.0
2097,863.0
2098,856.0
2099,848.0
