Time,Births
1950,117639.0
1951,118977.0
1952,120209.0
1953,121715.0
1954,123559.0
1955,127689.0
1956,128828.0
1957,130542.0
1958,132532.0
1959,134543.0
1960,138706.0
1961,140540.0
1962,142298.0
1963,144140.0
1964,146345.0
1965,151416.0
1966,153739.0
1967,156602.0
1968,159968.0
1969,163716.0
1970,174870.0
1971,178834.0
1972,183180.0
1973,187737.0
1974,192349.0
1975,202917.0
1976,206437.0
1977,210082.0
1978,213883.0
1979,217881.0
1980,227348.0
1981,231346.0
1982,235811.0
1983,240825.0
1984,246507.0
1985,259140.0
1986,265786.0
1987,273389.0
1988,281765.0
1989,290687.0
1990,307098.0
1991,316007.0
1992,325542.0
1993,335768.0
1994,346768.0
1995,359359.0
1996,370769.0
1997,383312.0
1998,397026.0
1999,411945.0
2000,418350.0
2001,434170.0
2002,451457.0
2003,469955.0
2004,489396.0
2005,479720.0
2006,497648.0
2007,516440.0
2008,536260.0
2009,557296.0
2010,530400.0
2011,550933.0
2012,572817.0
2013,595872.0
2014,619896.0
2015,588254.0
2016,610394.0
2017,633338.0
2018,657137.0
2019,681853.0
2020,644509.0
2021,667528.0
2022,691468.0
2023,716242.0
2024,741737.0
2025,698837.0
2026,722134.0
2027,746116.0
2028,770706.0
2029,795825.0
2030,749228.0
2031,772123.0
2032,795493.0
2033,819299.0
2034,843515.0
2035,793703.0
2036,815728.0
2037,838153.0
2038,860919.0
2039,883955.0
2040,834984.0
2041,855952.0
2042,877129.0
2043,898482.0
2044,919979.0
2045,869865.0
2046,889315.0
2047,908921.0
2048,928615.0
2049,948313.0
2050,901558.0
2051,919446.0
2052,937295.0
2053,955088.0
2054,972820.0
2055,929219.0
2056,945385.0
2057,961502.0
2058,977523.0
2059,993392.0
2060,952139.0
2061,966592.0
2062,980900.0
2063,995028.0
2064,1008946.0
2065,970309.0
2066,983019.0
2067,995533.0
2068,1007826.0
2069,1019879.0
2070,983719.0
2071,994746.0
2072,1005554.0
2073,1016128.0
2074,1026459.0
2075,992422.0
2076,1001933.0
2077,1011229.0
2078,1020290.0
2079,1029097.0
2080,994453.0
2081,1002529.0
2082,1010388.0
2083,1018012.0
2084,1025379.0
2085,991997.0
2086,998785.0
2087,1005335.0
2088,1011641.0
2089,1017701.0
2090,985224.0
2091,990783.0
2092,996129.0
2093,1001243.0
2094,1006101.0
2095,975882.0
2096,980304.0
2097,984490.0
2098,988425.0
2099,992098.0
