Time,Births
1950,1731066.0
1951,1771295.0
1952,1813569.0
1953,1857226.0
1954,1902259.0
1955,2030311.0
1956,2075467.0
1957,2123506.0
1958,2175058.0
1959,2230410.0
1960,2351904.0
1961,2401222.0
1962,2456905.0
1963,2517642.0
1964,2581599.0
1965,2693328.0
1966,2759061.0
1967,2828411.0
1968,2898417.0
1969,2967124.0
1970,3024429.0
1971,3068307.0
1972,3100967.0
1973,3127924.0
1974,3156223.0
1975,3065792.0
1976,3127204.0
1977,3208973.0
1978,3307534.0
1979,3418686.0
1980,3223617.0
1981,3333523.0
1982,3454783.0
1983,3585960.0
1984,3725266.0
1985,3298138.0
1986,3423418.0
1987,3553755.0
1988,3688156.0
1989,3825989.0
1990,3306333.0
1991,3415178.0
1992,3524405.0
1993,3634263.0
1994,3745373.0
1995,3303645.0
1996,3399152.0
1997,3495452.0
1998,3591829.0
1999,3687508.0
2000,3261604.0
2001,3341244.0
2002,3419493.0
2003,3494919.0
2004,3566245.0
2005,3097721.0
2006,3150863.0
2007,3200258.0
2008,3245546.0
2009,3287027.0
2010,2979774.0
2011,3013018.0
2012,3042860.0
2013,3069684.0
2014,3094428.0
2015,2900574.0
2016,2923589.0
2017,2945453.0
2018,2964926.0
2019,2980722.0
2020,2818978.0
2021,2826589.0
2022,2831206.0
2023,2832480.0
2024,2830439.0
2025,2668677.0
2026,2663287.0
2027,2655341.0
2028,2644987.0
2029,2632722.0
2030,2503654.0
2031,2491970.0
2032,2479064.0
2033,2465031.0
2034,2450163.0
2035,2348105.0
2036,2334964.0
2037,2321531.0
2038,2307437.0
2039,2292310.0
2040,2223886.0
2041,2209646.0
2042,2194491.0
2043,2178131.0
2044,2160387.0
2045,2125968.0
2046,2108727.0
2047,2090233.0
2048,2070315.0
2049,2049009.0
2050,2023115.0
2051,2002501.0
2052,1980871.0
2053,1958233.0
2054,1934721.0
2055,1918977.0
2056,1896875.0
2057,1874312.0
2058,1851294.0
2059,1827927.0
2060,1820686.0
2061,1799186.0
2062,1777763.0
2063,1756297.0
2064,1734721.0
2065,1730967.0
2066,1711346.0
2067,1691975.0
2068,1672644.0
2069,1653190.0
2070,1653576.0
2071,1635723.0
2072,1618023.0
2073,1600319.0
2074,1582439.0
2075,1581539.0
2076,1564856.0
2077,1548257.0
2078,1531578.0
2079,1514645.0
2080,1515671.0
2081,1499722.0
2082,1483771.0
2083,1467708.0
2084,1451435.0
2085,1450171.0
2086,1434825.0
2087,1419571.0
2088,1404317.0
2089,1388959.0
2090,1389469.0
2091,1374999.0
2092,1360709.0
2093,1346540.0
2094,1332376.0
2095,1331880.0
2096,1318507.0
2097,1305401.0
2098,1292461.0
2099,1279508.0
