Time,Births
1950,19432.0
1951,20038.0
1952,20532.0
1953,21033.0
1954,21558.0
1955,22304.0
1956,22511.0
1957,22819.0
1958,23165.0
1959,23494.0
1960,24035.0
1961,24331.0
1962,24590.0
1963,24847.0
1964,25154.0
1965,25687.0
1966,26080.0
1967,26550.0
1968,27111.0
1969,27771.0
1970,27814.0
1971,28656.0
1972,29633.0
1973,30746.0
1974,31993.0
1975,32311.0
1976,33812.0
1977,35451.0
1978,37175.0
1979,38922.0
1980,38251.0
1981,39750.0
1982,41224.0
1983,42739.0
1984,44390.0
1985,38604.0
1986,40316.0
1987,42278.0
1988,44428.0
1989,46652.0
1990,41486.0
1991,43178.0
1992,44809.0
1993,46417.0
1994,48068.0
1995,42718.0
1996,44085.0
1997,45555.0
1998,47100.0
1999,48661.0
2000,46903.0
2001,48245.0
2002,49531.0
2003,50783.0
2004,52046.0
2005,50764.0
2006,51858.0
2007,52989.0
2008,54098.0
2009,55108.0
2010,55615.0
2011,56103.0
2012,56434.0
2013,56667.0
2014,56889.0
2015,54891.0
2016,55309.0
2017,55800.0
2018,56338.0
2019,56885.0
2020,53364.0
2021,53886.0
2022,54409.0
2023,54955.0
2024,55550.0
2025,52809.0
2026,53496.0
2027,54231.0
2028,55010.0
2029,55827.0
2030,53538.0
2031,54347.0
2032,55182.0
2033,56023.0
2034,56844.0
2035,54817.0
2036,55535.0
2037,56216.0
2038,56849.0
2039,57419.0
2040,55374.0
2041,55801.0
2042,56164.0
2043,56467.0
2044,56717.0
2045,54771.0
2046,54948.0
2047,55086.0
2048,55194.0
2049,55284.0
2050,53688.0
2051,53781.0
2052,53868.0
2053,53955.0
2054,54042.0
2055,52603.0
2056,52710.0
2057,52823.0
2058,52938.0
2059,53047.0
2060,51960.0
2061,52075.0
2062,52183.0
2063,52278.0
2064,52354.0
2065,51497.0
2066,51552.0
2067,51587.0
2068,51602.0
2069,51593.0
2070,50731.0
2071,50691.0
2072,50632.0
2073,50554.0
2074,50458.0
2075,49800.0
2076,49687.0
2077,49562.0
2078,49427.0
2079,49284.0
2080,48723.0
2081,48582.0
2082,48440.0
2083,48295.0
2084,48148.0
2085,47675.0
2086,47543.0
2087,47413.0
2088,47283.0
2089,47149.0
2090,46824.0
2091,46706.0
2092,46585.0
2093,46460.0
2094,46329.0
2095,46080.0
2096,45955.0
2097,45826.0
2098,45689.0
2099,45543.0
