Time,Births
1950,11881.0
1951,12341.0
1952,12905.0
1953,13529.0
1954,14175.0
1955,13385.0
1956,13776.0
1957,14150.0
1958,14501.0
1959,14826.0
1960,13821.0
1961,14088.0
1962,14325.0
1963,14511.0
1964,14628.0
1965,12601.0
1966,12359.0
1967,12074.0
1968,11801.0
1969,11600.0
1970,10465.0
1971,10612.0
1972,10838.0
1973,11116.0
1974,11409.0
1975,10215.0
1976,10387.0
1977,10556.0
1978,10721.0
1979,10883.0
1980,10697.0
1981,10921.0
1982,11131.0
1983,11311.0
1984,11443.0
1985,10936.0
1986,10831.0
1987,10679.0
1988,10501.0
1989,10325.0
1990,9888.0
1991,9828.0
1992,9772.0
1993,9716.0
1994,9653.0
1995,8944.0
1996,8835.0
1997,8719.0
1998,8609.0
1999,8514.0
2000,8177.0
2001,8183.0
2002,8219.0
2003,8276.0
2004,8340.0
2005,8190.0
2006,8191.0
2007,8180.0
2008,8157.0
2009,8123.0
2010,7590.0
2011,7570.0
2012,7538.0
2013,7491.0
2014,7430.0
2015,7563.0
2016,7517.0
2017,7462.0
2018,7401.0
2019,7337.0
2020,7260.0
2021,7193.0
2022,7128.0
2023,7064.0
2024,6998.0
2025,6929.0
2026,6865.0
2027,6798.0
2028,6729.0
2029,6662.0
2030,6595.0
2031,6538.0
2032,6484.0
2033,6433.0
2034,6383.0
2035,6326.0
2036,6282.0
2037,6239.0
2038,6196.0
2039,6153.0
2040,6114.0
2041,6079.0
2042,6043.0
2043,6008.0
2044,5973.0
2045,5948.0
2046,5916.0
2047,5884.0
2048,5852.0
2049,5817.0
2050,5783.0
2051,5747.0
2052,5710.0
2053,5670.0
2054,5627.0
2055,5597.0
2056,5556.0
2057,5513.0
2058,5468.0
2059,5422.0
2060,5381.0
2061,5339.0
2062,5296.0
2063,5252.0
2064,5208.0
2065,5166.0
2066,5127.0
2067,5088.0
2068,5049.0
2069,5010.0
2070,4980.0
2071,4946.0
2072,4914.0
2073,4881.0
2074,4848.0
2075,4821.0
2076,4791.0
2077,4762.0
2078,4732.0
2079,4701.0
2080,4674.0
2081,4646.0
2082,4617.0
2083,4586.0
2084,4554.0
2085,4523.0
2086,4493.0
2087,4462.0
2088,4430.0
2089,4395.0
2090,4367.0
2091,4335.0
2092,4303.0
2093,4270.0
2094,4234.0
2095,4208.0
2096,4178.0
2097,4147.0
2098,4115.0
2099,4082.0
