Time,Births
1950,2150.0
1951,2275.0
1952,2392.0
1953,2499.0
1954,2599.0
1955,2693.0
1956,2724.0
1957,2753.0
1958,2787.0
1959,2827.0
1960,2832.0
1961,2927.0
1962,3038.0
1963,3157.0
1964,3277.0
1965,3098.0
1966,3144.0
1967,3188.0
1968,3229.0
1969,3264.0
1970,2794.0
1971,2830.0
1972,2854.0
1973,2875.0
1974,2895.0
1975,2921.0
1976,2989.0
1977,3050.0
1978,3107.0
1979,3160.0
1980,3207.0
1981,3227.0
1982,3246.0
1983,3266.0
1984,3286.0
1985,2848.0
1986,2888.0
1987,2943.0
1988,3002.0
1989,3055.0
1990,2998.0
1991,3038.0
1992,3047.0
1993,3035.0
1994,3010.0
1995,2755.0
1996,2745.0
1997,2740.0
1998,2739.0
1999,2738.0
2000,2698.0
2001,2778.0
2002,2846.0
2003,2902.0
2004,2946.0
2005,2839.0
2006,2876.0
2007,2910.0
2008,2936.0
2009,2950.0
2010,2769.0
2011,2748.0
2012,2714.0
2013,2678.0
2014,2647.0
2015,2479.0
2016,2480.0
2017,2495.0
2018,2519.0
2019,2545.0
2020,2435.0
2021,2467.0
2022,2500.0
2023,2531.0
2024,2564.0
2025,2473.0
2026,2516.0
2027,2560.0
2028,2604.0
2029,2645.0
2030,2562.0
2031,2603.0
2032,2640.0
2033,2673.0
2034,2700.0
2035,2610.0
2036,2637.0
2037,2659.0
2038,2677.0
2039,2690.0
2040,2597.0
2041,2612.0
2042,2623.0
2043,2630.0
2044,2634.0
2045,2538.0
2046,2545.0
2047,2548.0
2048,2549.0
2049,2549.0
2050,2456.0
2051,2462.0
2052,2469.0
2053,2474.0
2054,2479.0
2055,2404.0
2056,2417.0
2057,2430.0
2058,2442.0
2059,2453.0
2060,2377.0
2061,2391.0
2062,2404.0
2063,2413.0
2064,2419.0
2065,2343.0
2066,2351.0
2067,2355.0
2068,2356.0
2069,2352.0
2070,2268.0
2071,2266.0
2072,2261.0
2073,2253.0
2074,2242.0
2075,2156.0
2076,2148.0
2077,2138.0
2078,2125.0
2079,2111.0
2080,2033.0
2081,2025.0
2082,2014.0
2083,2003.0
2084,1991.0
2085,1925.0
2086,1918.0
2087,1911.0
2088,1903.0
2089,1893.0
2090,1834.0
2091,1828.0
2092,1821.0
2093,1812.0
2094,1801.0
2095,1748.0
2096,1739.0
2097,1728.0
2098,1715.0
2099,1699.0
