Time,Births
1950,221653.0
1951,225225.0
1952,228783.0
1953,232909.0
1954,237678.0
1955,242827.0
1956,246506.0
1957,251152.0
1958,256226.0
1959,261304.0
1960,266310.0
1961,272038.0
1962,277428.0
1963,282643.0
1964,288046.0
1965,283302.0
1966,287660.0
1967,292229.0
1968,297389.0
1969,303460.0
1970,285621.0
1971,293715.0
1972,302711.0
1973,311568.0
1974,319274.0
1975,286610.0
1976,288027.0
1977,288335.0
1978,288517.0
1979,289386.0
1980,342316.0
1981,350297.0
1982,358420.0
1983,366871.0
1984,376448.0
1985,364106.0
1986,369435.0
1987,378050.0
1988,388410.0
1989,398310.0
1990,349616.0
1991,359927.0
1992,369376.0
1993,378219.0
1994,387202.0
1995,330090.0
1996,337120.0
1997,343932.0
1998,351203.0
1999,359992.0
2000,304804.0
2001,315845.0
2002,328317.0
2003,341742.0
2004,355173.0
2005,336368.0
2006,350025.0
2007,361982.0
2008,371925.0
2009,380349.0
2010,349718.0
2011,356192.0
2012,363340.0
2013,370515.0
2014,376873.0
2015,361997.0
2016,365578.0
2017,368022.0
2018,369490.0
2019,370291.0
2020,352930.0
2021,352776.0
2022,352258.0
2023,351649.0
2024,351280.0
2025,335820.0
2026,336724.0
2027,338091.0
2028,339878.0
2029,341965.0
2030,330665.0
2031,333330.0
2032,336174.0
2033,339095.0
2034,341968.0
2035,332656.0
2036,335330.0
2037,337803.0
2038,339946.0
2039,341617.0
2040,330913.0
2041,331636.0
2042,331809.0
2043,331498.0
2044,330830.0
2045,320952.0
2046,320040.0
2047,318865.0
2048,317526.0
2049,316152.0
2050,305764.0
2051,304756.0
2052,303811.0
2053,302934.0
2054,302115.0
2055,294567.0
2056,294126.0
2057,293721.0
2058,293310.0
2059,292835.0
2060,286676.0
2061,286249.0
2062,285704.0
2063,284999.0
2064,284090.0
2065,278093.0
2066,277083.0
2067,275845.0
2068,274393.0
2069,272751.0
2070,267439.0
2071,265811.0
2072,264002.0
2073,262036.0
2074,259980.0
2075,255703.0
2076,253789.0
2077,251856.0
2078,249943.0
2079,248057.0
2080,244564.0
2081,242870.0
2082,241212.0
2083,239526.0
2084,237788.0
2085,235107.0
2086,233552.0
2087,231971.0
2088,230362.0
2089,228703.0
2090,226582.0
2091,225021.0
2092,223397.0
2093,221683.0
2094,219871.0
2095,218023.0
2096,216346.0
2097,214589.0
2098,212752.0
2099,210834.0
