Time,Births
1950,8688.0
1951,8726.0
1952,8870.0
1953,9055.0
1954,9253.0
1955,9458.0
1956,9638.0
1957,9783.0
1958,9907.0
1959,10030.0
1960,10156.0
1961,10151.0
1962,10166.0
1963,10204.0
1964,10270.0
1965,9735.0
1966,10006.0
1967,10247.0
1968,10448.0
1969,10609.0
1970,9328.0
1971,9398.0
1972,9382.0
1973,9302.0
1974,9200.0
1975,7202.0
1976,7455.0
1977,7725.0
1978,7985.0
1979,8213.0
1980,6144.0
1981,6353.0
1982,6545.0
1983,6723.0
1984,6905.0
1985,6798.0
1986,7130.0
1987,7501.0
1988,7867.0
1989,8175.0
1990,7198.0
1991,7330.0
1992,7388.0
1993,7376.0
1994,7318.0
1995,7263.0
1996,7247.0
1997,7210.0
1998,7130.0
1999,6997.0
2000,7168.0
2001,7048.0
2002,6870.0
2003,6646.0
2004,6396.0
2005,6399.0
2006,6245.0
2007,6098.0
2008,5942.0
2009,5768.0
2010,5398.0
2011,5302.0
2012,5202.0
2013,5091.0
2014,4969.0
2015,4801.0
2016,4715.0
2017,4647.0
2018,4602.0
2019,4580.0
2020,4389.0
2021,4412.0
2022,4460.0
2023,4529.0
2024,4607.0
2025,4549.0
2026,4663.0
2027,4778.0
2028,4886.0
2029,4979.0
2030,4949.0
2031,5007.0
2032,5041.0
2033,5051.0
2034,5038.0
2035,4905.0
2036,4862.0
2037,4798.0
2038,4717.0
2039,4626.0
2040,4446.0
2041,4364.0
2042,4279.0
2043,4198.0
2044,4123.0
2045,4005.0
2046,3965.0
2047,3939.0
2048,3923.0
2049,3916.0
2050,3859.0
2051,3870.0
2052,3886.0
2053,3906.0
2054,3927.0
2055,3913.0
2056,3943.0
2057,3974.0
2058,4003.0
2059,4026.0
2060,4013.0
2061,4030.0
2062,4039.0
2063,4040.0
2064,4030.0
2065,3985.0
2066,3962.0
2067,3930.0
2068,3889.0
2069,3842.0
2070,3779.0
2071,3731.0
2072,3679.0
2073,3626.0
2074,3573.0
2075,3506.0
2076,3465.0
2077,3427.0
2078,3393.0
2079,3363.0
2080,3329.0
2081,3314.0
2082,3302.0
2083,3294.0
2084,3287.0
2085,3272.0
2086,3275.0
2087,3279.0
2088,3280.0
2089,3279.0
2090,3269.0
2091,3268.0
2092,3264.0
2093,3257.0
2094,3247.0
2095,3229.0
2096,3214.0
2097,3197.0
2098,3175.0
2099,3147.0
