Time,Births
1950,980730.0
1951,986076.0
1952,986876.0
1953,985521.0
1954,986904.0
1955,955331.0
1956,964782.0
1957,982256.0
1958,1002645.0
1959,1018628.0
1960,815954.0
1961,813760.0
1962,802726.0
1963,786113.0
1964,769428.0
1965,708726.0
1966,698639.0
1967,692549.0
1968,690317.0
1969,690887.0
1970,713895.0
1971,723631.0
1972,735195.0
1973,747485.0
1974,759129.0
1975,736837.0
1976,744655.0
1977,750770.0
1978,754920.0
1979,757034.0
1980,768552.0
1981,767954.0
1982,765136.0
1983,760195.0
1984,753611.0
1985,722840.0
1986,715093.0
1987,707055.0
1988,699380.0
1989,692916.0
1990,571539.0
1991,570225.0
1992,570077.0
1993,570592.0
1994,571095.0
1995,436747.0
1996,436592.0
1997,436367.0
1998,436240.0
1999,436375.0
2000,400861.0
2001,401627.0
2002,402686.0
2003,403742.0
2004,404322.0
2005,485073.0
2006,484221.0
2007,483087.0
2008,481545.0
2009,479231.0
2010,513125.0
2011,507008.0
2012,499519.0
2013,490549.0
2014,480138.0
2015,458520.0
2016,446718.0
2017,433724.0
2018,420050.0
2019,406366.0
2020,398902.0
2021,386280.0
2022,373890.0
2023,362219.0
2024,351791.0
2025,356798.0
2026,348186.0
2027,341129.0
2028,335525.0
2029,331195.0
2030,339931.0
2031,336961.0
2032,335288.0
2033,334561.0
2034,334262.0
2035,341107.0
2036,340733.0
2037,340467.0
2038,340066.0
2039,339290.0
2040,344254.0
2041,342768.0
2042,340700.0
2043,338052.0
2044,334864.0
2045,337537.0
2046,333447.0
2047,328820.0
2048,323775.0
2049,318478.0
2050,318445.0
2051,312765.0
2052,307009.0
2053,301320.0
2054,295888.0
2055,294500.0
2056,289759.0
2057,285506.0
2058,281743.0
2059,278430.0
2060,278132.0
2061,275696.0
2062,273732.0
2063,272139.0
2064,270791.0
2065,271408.0
2066,270478.0
2067,269707.0
2068,269024.0
2069,268336.0
2070,269402.0
2071,268568.0
2072,267655.0
2073,266618.0
2074,265411.0
2075,265281.0
2076,263606.0
2077,261783.0
2078,259807.0
2079,257684.0
2080,256757.0
2081,254296.0
2082,251777.0
2083,249223.0
2084,246657.0
2085,244844.0
2086,242353.0
2087,239945.0
2088,237600.0
2089,235311.0
2090,233999.0
2091,232121.0
2092,230358.0
2093,228699.0
2094,227122.0
2095,226165.0
2096,225020.0
2097,223953.0
2098,222922.0
2099,221874.0
