Time,Births
1950,1070821.0
1951,1085493.0
1952,1109139.0
1953,1133110.0
1954,1153983.0
1955,1172189.0
1956,1189983.0
1957,1203438.0
1958,1216074.0
1959,1231517.0
1960,1232822.0
1961,1246961.0
1962,1267493.0
1963,1293181.0
1964,1321887.0
1965,1312146.0
1966,1341518.0
1967,1373813.0
1968,1408878.0
1969,1447219.0
1970,1385168.0
1971,1419590.0
1972,1456065.0
1973,1494172.0
1974,1533249.0
1975,1494634.0
1976,1534918.0
1977,1575734.0
1978,1617740.0
1979,1662178.0
1980,1644948.0
1981,1699322.0
1982,1756741.0
1983,1816090.0
1984,1875916.0
1985,1766240.0
1986,1822124.0
1987,1877434.0
1988,1931105.0
1989,1982701.0
1990,1694657.0
1991,1733626.0
1992,1773820.0
1993,1815406.0
1994,1858464.0
1995,1656013.0
1996,1704579.0
1997,1753509.0
1998,1804058.0
1999,1858103.0
2000,1681789.0
2001,1732522.0
2002,1787307.0
2003,1844611.0
2004,1901994.0
2005,1880766.0
2006,1934137.0
2007,1985774.0
2008,2035272.0
2009,2081952.0
2010,2439183.0
2011,2484314.0
2012,2522559.0
2013,2555702.0
2014,2586860.0
2015,2526621.0
2016,2547958.0
2017,2573768.0
2018,2600610.0
2019,2623936.0
2020,2484208.0
2021,2506133.0
2022,2522267.0
2023,2536208.0
2024,2552979.0
2025,2436028.0
2026,2460722.0
2027,2489311.0
2028,2523795.0
2029,2566161.0
2030,2495708.0
2031,2554853.0
2032,2622816.0
2033,2695769.0
2034,2768066.0
2035,2714757.0
2036,2775167.0
2037,2830747.0
2038,2881281.0
2039,2927381.0
2040,2848590.0
2041,2885333.0
2042,2918173.0
2043,2947252.0
2044,2972919.0
2045,2883034.0
2046,2904533.0
2047,2923405.0
2048,2940453.0
2049,2956679.0
2050,2861506.0
2051,2878661.0
2052,2895701.0
2053,2913367.0
2054,2932514.0
2055,2849357.0
2056,2873236.0
2057,2899078.0
2058,2925994.0
2059,2952561.0
2060,2879246.0
2061,2903850.0
2062,2927200.0
2063,2949100.0
2064,2969478.0
2065,2892562.0
2066,2910923.0
2067,2927754.0
2068,2942831.0
2069,2955927.0
2070,2876206.0
2071,2887022.0
2072,2895923.0
2073,2903149.0
2074,2909068.0
2075,2836531.0
2076,2842037.0
2077,2846591.0
2078,2850333.0
2079,2853413.0
2080,2791762.0
2081,2795294.0
2082,2798465.0
2083,2801174.0
2084,2803221.0
2085,2744306.0
2086,2746627.0
2087,2748419.0
2088,2749478.0
2089,2749598.0
2090,2697813.0
2091,2698500.0
2092,2698333.0
2093,2697193.0
2094,2694936.0
2095,2653928.0
2096,2652262.0
2097,2649554.0
2098,2645710.0
2099,2640654.0
