Time,Births
1950,760328.0
1951,772399.0
1952,790055.0
1953,811094.0
1954,833574.0
1955,959522.0
1956,992391.0
1957,1023987.0
1958,1054345.0
1959,1083741.0
1960,991357.0
1961,1010920.0
1962,1032947.0
1963,1056078.0
1964,1078522.0
1965,923932.0
1966,944413.0
1967,963178.0
1968,981449.0
1969,1001052.0
1970,887293.0
1971,905478.0
1972,924972.0
1973,946637.0
1974,971599.0
1975,752347.0
1976,778723.0
1977,808781.0
1978,841460.0
1979,875137.0
1980,722842.0
1981,754686.0
1982,785264.0
1983,813670.0
1984,839350.0
1985,614147.0
1986,625884.0
1987,635831.0
1988,644071.0
1989,650650.0
1990,696596.0
1991,704822.0
1992,709435.0
1993,711623.0
1994,713213.0
1995,638127.0
1996,637778.0
1997,639032.0
1998,640514.0
1999,640099.0
2000,517363.0
2001,515098.0
2002,510618.0
2003,504472.0
2004,497585.0
2005,480658.0
2006,472996.0
2007,464314.0
2008,454946.0
2009,445067.0
2010,465856.0
2011,457234.0
2012,449802.0
2013,443344.0
2014,437504.0
2015,395987.0
2016,389183.0
2017,382066.0
2018,374993.0
2019,368562.0
2020,355422.0
2021,351124.0
2022,347472.0
2023,344391.0
2024,341682.0
2025,345933.0
2026,344040.0
2027,342912.0
2028,341718.0
2029,339188.0
2030,364755.0
2031,358539.0
2032,350065.0
2033,339964.0
2034,329363.0
2035,341243.0
2036,330666.0
2037,320121.0
2038,310122.0
2039,301358.0
2040,311292.0
2041,306172.0
2042,302982.0
2043,300955.0
2044,298835.0
2045,310182.0
2046,306723.0
2047,302506.0
2048,297544.0
2049,291993.0
2050,296627.0
2051,290440.0
2052,283780.0
2053,277020.0
2054,270684.0
2055,273464.0
2056,269094.0
2057,265638.0
2058,262916.0
2059,260654.0
2060,265526.0
2061,264489.0
2062,263957.0
2063,263625.0
2064,263072.0
2065,267695.0
2066,266767.0
2067,265509.0
2068,263851.0
2069,261763.0
2070,264066.0
2071,261798.0
2072,259228.0
2073,256415.0
2074,253560.0
2075,254246.0
2076,252346.0
2077,250740.0
2078,249312.0
2079,247795.0
2080,249099.0
2081,247736.0
2082,246305.0
2083,244594.0
2084,242495.0
2085,242031.0
2086,239932.0
2087,237600.0
2088,235187.0
2089,232829.0
2090,232436.0
2091,230747.0
2092,229316.0
2093,228060.0
2094,226888.0
2095,227590.0
2096,227036.0
2097,226800.0
2098,226686.0
2099,226408.0
