Time,Births
1950,142488.0
1951,143986.0
1952,145257.0
1953,146858.0
1954,148916.0
1955,151566.0
1956,152642.0
1957,154494.0
1958,156717.0
1959,158956.0
1960,161304.0
1961,163032.0
1962,164651.0
1963,166373.0
1964,168566.0
1965,171405.0
1966,173783.0
1967,176841.0
1968,180449.0
1969,184383.0
1970,189200.0
1971,192371.0
1972,195885.0
1973,199683.0
1974,203724.0
1975,211958.0
1976,215268.0
1977,218922.0
1978,222920.0
1979,227273.0
1980,236695.0
1981,241437.0
1982,246725.0
1983,252527.0
1984,258816.0
1985,268335.0
1986,274864.0
1987,282022.0
1988,289684.0
1989,297736.0
1990,302410.0
1991,309346.0
1992,316747.0
1993,324608.0
1994,332960.0
1995,328509.0
1996,336658.0
1997,345449.0
1998,354695.0
1999,364182.0
2000,354551.0
2001,361317.0
2002,368266.0
2003,375678.0
2004,383892.0
2005,367883.0
2006,377077.0
2007,387079.0
2008,397696.0
2009,408697.0
2010,389467.0
2011,399917.0
2012,410622.0
2013,421748.0
2014,433506.0
2015,411346.0
2016,425095.0
2017,439710.0
2018,455005.0
2019,470734.0
2020,449148.0
2021,463695.0
2022,478475.0
2023,493426.0
2024,508493.0
2025,484620.0
2026,498543.0
2027,512562.0
2028,526646.0
2029,540783.0
2030,514684.0
2031,527783.0
2032,540930.0
2033,554130.0
2034,567387.0
2035,540709.0
2036,553092.0
2037,565535.0
2038,578038.0
2039,590600.0
2040,564664.0
2041,576465.0
2042,588323.0
2043,600222.0
2044,612136.0
2045,588402.0
2046,599640.0
2047,610871.0
2048,622069.0
2049,633208.0
2050,610360.0
2051,620833.0
2052,631232.0
2053,641522.0
2054,651659.0
2055,628954.0
2056,638427.0
2057,647735.0
2058,656864.0
2059,665801.0
2060,645686.0
2061,654118.0
2062,662344.0
2063,670366.0
2064,678193.0
2065,657950.0
2066,665335.0
2067,672556.0
2068,679596.0
2069,686434.0
2070,666675.0
2071,673179.0
2072,679490.0
2073,685610.0
2074,691548.0
2075,671220.0
2076,676903.0
2077,682428.0
2078,687777.0
2079,692928.0
2080,672210.0
2081,677096.0
2082,681795.0
2083,686300.0
2084,690599.0
2085,673570.0
2086,677665.0
2087,681544.0
2088,685209.0
2089,688672.0
2090,667946.0
2091,671142.0
2092,674186.0
2093,677050.0
2094,679695.0
2095,663138.0
2096,665619.0
2097,667862.0
2098,669851.0
2099,671603.0
