Time,Births
1950,81972.0
1951,83933.0
1952,86701.0
1953,89039.0
1954,90660.0
1955,97530.0
1956,99644.0
1957,100944.0
1958,101745.0
1959,102149.0
1960,109197.0
1961,108214.0
1962,106911.0
1963,105789.0
1964,105406.0
1965,76267.0
1966,75672.0
1967,76075.0
1968,77431.0
1969,79577.0
1970,66780.0
1971,69495.0
1972,72727.0
1973,76591.0
1974,81240.0
1975,64109.0
1976,68949.0
1977,74162.0
1978,79546.0
1979,84795.0
1980,68408.0
1981,72594.0
1982,76591.0
1983,80272.0
1984,83542.0
1985,67476.0
1986,69844.0
1987,72148.0
1988,74319.0
1989,76226.0
1990,71814.0
1991,72842.0
1992,73439.0
1993,73760.0
1994,73978.0
1995,62648.0
1996,62765.0
1997,63052.0
1998,63405.0
1999,63700.0
2000,57697.0
2001,57289.0
2002,56741.0
2003,56145.0
2004,55600.0
2005,61201.0
2006,61120.0
2007,61315.0
2008,61758.0
2009,62371.0
2010,74081.0
2011,74078.0
2012,74169.0
2013,74292.0
2014,74359.0
2015,82863.0
2016,82525.0
2017,82020.0
2018,81386.0
2019,80680.0
2020,86543.0
2021,85003.0
2022,83400.0
2023,81735.0
2024,79979.0
2025,83321.0
2026,81006.0
2027,78535.0
2028,75968.0
2029,73386.0
2030,74577.0
2031,71679.0
2032,68832.0
2033,66123.0
2034,63647.0
2035,63951.0
2036,62041.0
2037,60454.0
2038,59186.0
2039,58228.0
2040,58954.0
2041,58518.0
2042,58403.0
2043,58578.0
2044,58974.0
2045,60475.0
2046,61172.0
2047,62020.0
2048,62967.0
2049,63960.0
2050,65854.0
2051,66906.0
2052,67952.0
2053,68947.0
2054,69834.0
2055,71275.0
2056,71928.0
2057,72457.0
2058,72825.0
2059,72983.0
2060,73599.0
2061,73380.0
2062,72975.0
2063,72372.0
2064,71595.0
2065,71236.0
2066,70319.0
2067,69323.0
2068,68294.0
2069,67287.0
2070,66726.0
2071,65929.0
2072,65245.0
2073,64680.0
2074,64237.0
2075,64180.0
2076,64051.0
2077,64092.0
2078,64288.0
2079,64594.0
2080,65127.0
2081,65625.0
2082,66233.0
2083,66887.0
2084,67540.0
2085,68436.0
2086,69099.0
2087,69759.0
2088,70396.0
2089,70977.0
2090,71543.0
2091,71951.0
2092,72294.0
2093,72538.0
2094,72664.0
2095,72891.0
2096,72828.0
2097,72669.0
2098,72425.0
2099,72117.0
