Time,Births
1950,2391251.0
1951,2452852.0
1952,2518452.0
1953,2584684.0
1954,2651727.0
1955,2702748.0
1956,2766984.0
1957,2834496.0
1958,2905127.0
1959,2978220.0
1960,3012283.0
1961,3086774.0
1962,3163195.0
1963,3243070.0
1964,3328793.0
1965,3077079.0
1966,3158933.0
1967,3250020.0
1968,3348846.0
1969,3453319.0
1970,3113249.0
1971,3213832.0
1972,3318563.0
1973,3427918.0
1974,3542490.0
1975,3395092.0
1976,3509266.0
1977,3625980.0
1978,3745702.0
1979,3868938.0
1980,3665986.0
1981,3777510.0
1982,3892392.0
1983,4008043.0
1984,4121657.0
1985,3580131.0
1986,3664071.0
1987,3746827.0
1988,3827449.0
1989,3905039.0
1990,3490934.0
1991,3555656.0
1992,3615697.0
1993,3673759.0
1994,3733332.0
1995,3471173.0
1996,3528245.0
1997,3587522.0
1998,3647799.0
1999,3707130.0
2000,3270502.0
2001,3315028.0
2002,3358775.0
2003,3400036.0
2004,3436923.0
2005,3019948.0
2006,3045953.0
2007,3067051.0
2008,3084261.0
2009,3099092.0
2010,2953357.0
2011,2967202.0
2012,2978620.0
2013,2987640.0
2014,2994001.0
2015,2944706.0
2016,2946381.0
2017,2945879.0
2018,2942460.0
2019,2935335.0
2020,2806845.0
2021,2794557.0
2022,2779249.0
2023,2761272.0
2024,2741279.0
2025,2636603.0
2026,2618116.0
2027,2598172.0
2028,2577209.0
2029,2555685.0
2030,2496726.0
2031,2476823.0
2032,2456752.0
2033,2436375.0
2034,2415321.0
2035,2372224.0
2036,2351391.0
2037,2330027.0
2038,2308202.0
2039,2286168.0
2040,2266827.0
2041,2247149.0
2042,2227709.0
2043,2208462.0
2044,2189281.0
2045,2186895.0
2046,2170083.0
2047,2153490.0
2048,2136668.0
2049,2118978.0
2050,2115492.0
2051,2097869.0
2052,2079242.0
2053,2059503.0
2054,2038649.0
2055,2037956.0
2056,2017456.0
2057,1996178.0
2058,1974287.0
2059,1952014.0
2060,1956226.0
2061,1935962.0
2062,1915918.0
2063,1895962.0
2064,1875933.0
2065,1874807.0
2066,1857267.0
2067,1840078.0
2068,1823008.0
2069,1805825.0
2070,1808207.0
2071,1793428.0
2072,1778814.0
2073,1764224.0
2074,1749472.0
2075,1748807.0
2076,1736100.0
2077,1723561.0
2078,1710952.0
2079,1697916.0
2080,1697816.0
2081,1686338.0
2082,1674722.0
2083,1662610.0
2084,1649740.0
2085,1646776.0
2086,1635389.0
2087,1623686.0
2088,1611477.0
2089,1598619.0
2090,1598376.0
2091,1587047.0
2092,1575503.0
2093,1563656.0
2094,1551380.0
2095,1547151.0
2096,1536552.0
2097,1526028.0
2098,1515301.0
2099,1504046.0
