Time,Births
1950,3723.0
1951,3774.0
1952,3796.0
1953,3818.0
1954,3851.0
1955,3838.0
1956,3880.0
1957,3944.0
1958,4022.0
1959,4109.0
1960,4136.0
1961,4185.0
1962,4248.0
1963,4322.0
1964,4410.0
1965,4445.0
1966,4571.0
1967,4707.0
1968,4856.0
1969,5017.0
1970,5103.0
1971,5186.0
1972,5272.0
1973,5369.0
1974,5481.0
1975,5568.0
1976,5694.0
1977,5812.0
1978,5928.0
1979,6051.0
1980,5392.0
1981,5675.0
1982,5975.0
1983,6288.0
1984,6609.0
1985,6033.0
1986,6256.0
1987,6484.0
1988,6705.0
1989,6909.0
1990,6557.0
1991,6669.0
1992,6744.0
1993,6810.0
1994,6896.0
1995,6219.0
1996,6528.0
1997,6882.0
1998,7251.0
1999,7610.0
2000,6924.0
2001,7201.0
2002,7458.0
2003,7703.0
2004,7945.0
2005,6949.0
2006,7112.0
2007,7289.0
2008,7478.0
2009,7678.0
2010,7174.0
2011,7409.0
2012,7638.0
2013,7865.0
2014,8092.0
2015,7491.0
2016,7672.0
2017,7857.0
2018,8037.0
2019,8205.0
2020,7906.0
2021,8036.0
2022,8149.0
2023,8247.0
2024,8334.0
2025,7984.0
2026,8042.0
2027,8093.0
2028,8136.0
2029,8172.0
2030,7836.0
2031,7864.0
2032,7887.0
2033,7907.0
2034,7925.0
2035,7631.0
2036,7647.0
2037,7662.0
2038,7676.0
2039,7690.0
2040,7447.0
2041,7460.0
2042,7472.0
2043,7484.0
2044,7494.0
2045,7297.0
2046,7306.0
2047,7313.0
2048,7318.0
2049,7320.0
2050,7170.0
2051,7169.0
2052,7165.0
2053,7157.0
2054,7145.0
2055,7025.0
2056,7011.0
2057,6994.0
2058,6974.0
2059,6951.0
2060,6871.0
2061,6847.0
2062,6820.0
2063,6791.0
2064,6759.0
2065,6697.0
2066,6667.0
2067,6637.0
2068,6607.0
2069,6575.0
2070,6533.0
2071,6505.0
2072,6477.0
2073,6448.0
2074,6418.0
2075,6392.0
2076,6366.0
2077,6340.0
2078,6313.0
2079,6285.0
2080,6277.0
2081,6252.0
2082,6226.0
2083,6200.0
2084,6172.0
2085,6176.0
2086,6150.0
2087,6124.0
2088,6098.0
2089,6069.0
2090,6068.0
2091,6041.0
2092,6015.0
2093,5988.0
2094,5960.0
2095,5949.0
2096,5923.0
2097,5897.0
2098,5871.0
2099,5844.0
