Time,Births
1950,35855.0
1951,36634.0
1952,37476.0
1953,38378.0
1954,39339.0
1955,41082.0
1956,42108.0
1957,43206.0
1958,44377.0
1959,45618.0
1960,46340.0
1961,47646.0
1962,49036.0
1963,50506.0
1964,52050.0
1965,50663.0
1966,52194.0
1967,53809.0
1968,55514.0
1969,57313.0
1970,54084.0
1971,55870.0
1972,57742.0
1973,59703.0
1974,61763.0
1975,55433.0
1976,57330.0
1977,59320.0
1978,61382.0
1979,63484.0
1980,57232.0
1981,59095.0
1982,60960.0
1983,62833.0
1984,64724.0
1985,59739.0
1986,61490.0
1987,63237.0
1988,64977.0
1989,66705.0
1990,62350.0
1991,63890.0
1992,65428.0
1993,66939.0
1994,68390.0
1995,67034.0
1996,68361.0
1997,69597.0
1998,70759.0
1999,71880.0
2000,69622.0
2001,70612.0
2002,71606.0
2003,72585.0
2004,73523.0
2005,72967.0
2006,73877.0
2007,74732.0
2008,75555.0
2009,76375.0
2010,76266.0
2011,77102.0
2012,77953.0
2013,78819.0
2014,79700.0
2015,76506.0
2016,77498.0
2017,78530.0
2018,79570.0
2019,80577.0
2020,78127.0
2021,78989.0
2022,79785.0
2023,80529.0
2024,81248.0
2025,78656.0
2026,79297.0
2027,79934.0
2028,80556.0
2029,81143.0
2030,78629.0
2031,79164.0
2032,79664.0
2033,80130.0
2034,80560.0
2035,78136.0
2036,78529.0
2037,78892.0
2038,79223.0
2039,79520.0
2040,77345.0
2041,77629.0
2042,77885.0
2043,78108.0
2044,78295.0
2045,76463.0
2046,76641.0
2047,76786.0
2048,76898.0
2049,76973.0
2050,75004.0
2051,75087.0
2052,75145.0
2053,75174.0
2054,75168.0
2055,73817.0
2056,73830.0
2057,73814.0
2058,73767.0
2059,73689.0
2060,72409.0
2061,72353.0
2062,72278.0
2063,72178.0
2064,72045.0
2065,70965.0
2066,70859.0
2067,70731.0
2068,70576.0
2069,70392.0
2070,69522.0
2071,69372.0
2072,69203.0
2073,69011.0
2074,68791.0
2075,68020.0
2076,67841.0
2077,67646.0
2078,67428.0
2079,67184.0
2080,66440.0
2081,66240.0
2082,66024.0
2083,65789.0
2084,65529.0
2085,65089.0
2086,64880.0
2087,64657.0
2088,64413.0
2089,64144.0
2090,63658.0
2091,63440.0
2092,63210.0
2093,62962.0
2094,62692.0
2095,62256.0
2096,62037.0
2097,61805.0
2098,61554.0
2099,61277.0
