Time,Births
1950,159844.0
1951,163266.0
1952,166305.0
1953,169772.0
1954,173896.0
1955,178511.0
1956,182086.0
1957,186657.0
1958,191764.0
1959,197004.0
1960,199186.0
1961,204578.0
1962,209901.0
1963,215372.0
1964,221352.0
1965,219667.0
1966,226023.0
1967,233036.0
1968,240703.0
1969,248967.0
1970,234657.0
1971,242783.0
1972,251588.0
1973,260951.0
1974,270741.0
1975,246180.0
1976,255070.0
1977,264315.0
1978,273890.0
1979,283773.0
1980,260927.0
1981,269960.0
1982,279187.0
1983,288630.0
1984,298323.0
1985,277540.0
1986,286335.0
1987,295347.0
1988,304504.0
1989,313718.0
1990,291971.0
1991,300008.0
1992,308071.0
1993,316088.0
1994,323971.0
1995,308058.0
1996,314691.0
1997,321113.0
1998,327369.0
1999,333544.0
2000,307537.0
2001,312457.0
2002,317457.0
2003,322532.0
2004,327648.0
2005,306093.0
2006,311294.0
2007,316428.0
2008,321510.0
2009,326555.0
2010,316077.0
2011,320714.0
2012,325217.0
2013,329677.0
2014,334197.0
2015,323460.0
2016,328755.0
2017,334237.0
2018,339620.0
2019,344543.0
2020,332298.0
2021,334665.0
2022,336406.0
2023,337699.0
2024,338792.0
2025,324894.0
2026,326336.0
2027,327710.0
2028,329050.0
2029,330381.0
2030,318348.0
2031,319741.0
2032,321128.0
2033,322498.0
2034,323820.0
2035,312955.0
2036,314288.0
2037,315564.0
2038,316752.0
2039,317810.0
2040,307893.0
2041,308836.0
2042,309630.0
2043,310259.0
2044,310716.0
2045,301693.0
2046,302052.0
2047,302251.0
2048,302292.0
2049,302174.0
2050,294232.0
2051,294057.0
2052,293740.0
2053,293276.0
2054,292667.0
2055,287089.0
2056,286510.0
2057,285815.0
2058,285008.0
2059,284095.0
2060,278313.0
2061,277486.0
2062,276596.0
2063,275630.0
2064,274568.0
2065,270394.0
2066,269460.0
2067,268450.0
2068,267359.0
2069,266178.0
2070,262737.0
2071,261701.0
2072,260605.0
2073,259432.0
2074,258162.0
2075,255491.0
2076,254365.0
2077,253168.0
2078,251890.0
2079,250521.0
2080,248021.0
2081,246804.0
2082,245531.0
2083,244189.0
2084,242764.0
2085,241100.0
2086,239852.0
2087,238553.0
2088,237190.0
2089,235746.0
2090,233857.0
2091,232599.0
2092,231304.0
2093,229958.0
2094,228544.0
2095,227492.0
2096,226276.0
2097,225028.0
2098,223722.0
2099,222338.0
