Time,Births
1950,3457.0
1951,3579.0
1952,3705.0
1953,3838.0
1954,3973.0
1955,4107.0
1956,4240.0
1957,4373.0
1958,4508.0
1959,4649.0
1960,4800.0
1961,4959.0
1962,5131.0
1963,5308.0
1964,5488.0
1965,5787.0
1966,5977.0
1967,6169.0
1968,6369.0
1969,6578.0
1970,7892.0
1971,8119.0
1972,8346.0
1973,8573.0
1974,8804.0
1975,8858.0
1976,9174.0
1977,9524.0
1978,9899.0
1979,10280.0
1980,9807.0
1981,10121.0
1982,10436.0
1983,10757.0
1984,11093.0
1985,10946.0
1986,11300.0
1987,11663.0
1988,12054.0
1989,12485.0
1990,11732.0
1991,12172.0
1992,12663.0
1993,13190.0
1994,13739.0
1995,12716.0
1996,13213.0
1997,13724.0
1998,14246.0
1999,14770.0
2000,14311.0
2001,14804.0
2002,15284.0
2003,15749.0
2004,16201.0
2005,15817.0
2006,16280.0
2007,16735.0
2008,17175.0
2009,17600.0
2010,18385.0
2011,18724.0
2012,19052.0
2013,19377.0
2014,19714.0
2015,20073.0
2016,20437.0
2017,20836.0
2018,21259.0
2019,21689.0
2020,20826.0
2021,21272.0
2022,21723.0
2023,22184.0
2024,22664.0
2025,21909.0
2026,22435.0
2027,22972.0
2028,23531.0
2029,24122.0
2030,23469.0
2031,24108.0
2032,24781.0
2033,25475.0
2034,26168.0
2035,25555.0
2036,26204.0
2037,26841.0
2038,27461.0
2039,28063.0
2040,27312.0
2041,27865.0
2042,28397.0
2043,28917.0
2044,29435.0
2045,28660.0
2046,29189.0
2047,29720.0
2048,30253.0
2049,30783.0
2050,30061.0
2051,30581.0
2052,31094.0
2053,31600.0
2054,32097.0
2055,31253.0
2056,31731.0
2057,32199.0
2058,32660.0
2059,33114.0
2060,32347.0
2061,32799.0
2062,33243.0
2063,33682.0
2064,34117.0
2065,33225.0
2066,33656.0
2067,34085.0
2068,34510.0
2069,34926.0
2070,34076.0
2071,34481.0
2072,34875.0
2073,35257.0
2074,35625.0
2075,34736.0
2076,35085.0
2077,35420.0
2078,35741.0
2079,36050.0
2080,35037.0
2081,35341.0
2082,35632.0
2083,35912.0
2084,36180.0
2085,35193.0
2086,35460.0
2087,35714.0
2088,35955.0
2089,36183.0
2090,35162.0
2091,35389.0
2092,35604.0
2093,35807.0
2094,35995.0
2095,35051.0
2096,35241.0
2097,35418.0
2098,35579.0
2099,35724.0
