Time,Births
1950,165462.0
1951,169103.0
1952,171952.0
1953,174225.0
1954,176234.0
1955,183597.0
1956,184497.0
1957,185134.0
1958,185548.0
1959,185717.0
1960,189922.0
1961,193048.0
1962,196189.0
1963,199192.0
1964,202023.0
1965,202341.0
1966,202771.0
1967,204167.0
1968,206422.0
1969,209427.0
1970,194978.0
1971,199945.0
1972,205450.0
1973,211414.0
1974,217825.0
1975,199623.0
1976,206663.0
1977,214146.0
1978,222130.0
1979,230704.0
1980,205550.0
1981,213743.0
1982,222440.0
1983,231380.0
1984,240244.0
1985,206406.0
1986,214725.0
1987,222827.0
1988,230724.0
1989,238496.0
1990,183780.0
1991,189909.0
1992,196105.0
1993,202234.0
1994,208115.0
1995,167588.0
1996,171613.0
1997,175203.0
1998,178481.0
1999,181621.0
2000,159221.0
2001,161378.0
2002,163438.0
2003,165494.0
2004,167644.0
2005,168871.0
2006,172001.0
2007,175210.0
2008,178363.0
2009,181269.0
2010,204549.0
2011,207126.0
2012,209048.0
2013,210273.0
2014,210846.0
2015,205776.0
2016,205607.0
2017,205279.0
2018,204621.0
2019,203419.0
2020,192009.0
2021,190208.0
2022,187812.0
2023,185053.0
2024,182247.0
2025,172682.0
2026,170355.0
2027,168194.0
2028,166289.0
2029,164706.0
2030,159027.0
2031,158371.0
2032,158098.0
2033,158225.0
2034,158778.0
2035,156059.0
2036,157547.0
2037,159422.0
2038,161519.0
2039,163608.0
2040,162358.0
2041,164198.0
2042,165817.0
2043,167174.0
2044,168257.0
2045,166527.0
2046,167170.0
2047,167517.0
2048,167522.0
2049,167119.0
2050,164359.0
2051,163304.0
2052,161850.0
2053,160090.0
2054,158163.0
2055,155067.0
2056,153230.0
2057,151371.0
2058,149545.0
2059,147807.0
2060,145194.0
2061,143914.0
2062,142805.0
2063,141866.0
2064,141078.0
2065,139836.0
2066,139496.0
2067,139305.0
2068,139215.0
2069,139172.0
2070,138686.0
2071,138815.0
2072,138955.0
2073,139064.0
2074,139088.0
2075,138744.0
2076,138655.0
2077,138456.0
2078,138129.0
2079,137652.0
2080,136709.0
2081,136058.0
2082,135280.0
2083,134369.0
2084,133337.0
2085,132077.0
2086,131031.0
2087,129921.0
2088,128765.0
2089,127580.0
2090,126338.0
2091,125344.0
2092,124376.0
2093,123428.0
2094,122499.0
2095,121423.0
2096,120787.0
2097,120198.0
2098,119640.0
2099,119089.0
