Time,Births
1950,2493.0
1951,2557.0
1952,2646.0
1953,2737.0
1954,2821.0
1955,2952.0
1956,3058.0
1957,3161.0
1958,3279.0
1959,3425.0
1960,3713.0
1961,3912.0
1962,4160.0
1963,4445.0
1964,4751.0
1965,5220.0
1966,5556.0
1967,5923.0
1968,6310.0
1969,6711.0
1970,7286.0
1971,7688.0
1972,8101.0
1973,8571.0
1974,9160.0
1975,9628.0
1976,10519.0
1977,11586.0
1978,12732.0
1979,13847.0
1980,14478.0
1981,15099.0
1982,15587.0
1983,16069.0
1984,16691.0
1985,16842.0
1986,18109.0
1987,19574.0
1988,21094.0
1989,22525.0
1990,22538.0
1991,23160.0
1992,23614.0
1993,23990.0
1994,24391.0
1995,20335.0
1996,21016.0
1997,21782.0
1998,22612.0
1999,23487.0
2000,21192.0
2001,21796.0
2002,22400.0
2003,22980.0
2004,23503.0
2005,20095.0
2006,20650.0
2007,21172.0
2008,21703.0
2009,22286.0
2010,20025.0
2011,20451.0
2012,20922.0
2013,21412.0
2014,21903.0
2015,19887.0
2016,20196.0
2017,20530.0
2018,20859.0
2019,21146.0
2020,19554.0
2021,19774.0
2022,19930.0
2023,20040.0
2024,20137.0
2025,18812.0
2026,18876.0
2027,18938.0
2028,19004.0
2029,19071.0
2030,17973.0
2031,18041.0
2032,18118.0
2033,18205.0
2034,18304.0
2035,17432.0
2036,17547.0
2037,17673.0
2038,17812.0
2039,17963.0
2040,17299.0
2041,17462.0
2042,17633.0
2043,17806.0
2044,17975.0
2045,17495.0
2046,17643.0
2047,17780.0
2048,17899.0
2049,17993.0
2050,17481.0
2051,17512.0
2052,17515.0
2053,17492.0
2054,17450.0
2055,16978.0
2056,16912.0
2057,16833.0
2058,16746.0
2059,16655.0
2060,16277.0
2061,16190.0
2062,16104.0
2063,16023.0
2064,15946.0
2065,15648.0
2066,15585.0
2067,15530.0
2068,15482.0
2069,15440.0
2070,15251.0
2071,15221.0
2072,15197.0
2073,15178.0
2074,15160.0
2075,15090.0
2076,15072.0
2077,15053.0
2078,15032.0
2079,15006.0
2080,14909.0
2081,14869.0
2082,14823.0
2083,14770.0
2084,14710.0
2085,14594.0
2086,14520.0
2087,14440.0
2088,14355.0
2089,14265.0
2090,14170.0
2091,14079.0
2092,13987.0
2093,13896.0
2094,13806.0
2095,13738.0
2096,13657.0
2097,13581.0
2098,13508.0
2099,13438.0
