Time,Births
1950,1526.0
1951,1561.0
1952,1599.0
1953,1633.0
1954,1661.0
1955,1823.0
1956,1850.0
1957,1870.0
1958,1886.0
1959,1900.0
1960,1964.0
1961,1975.0
1962,1986.0
1963,1995.0
1964,2007.0
1965,1801.0
1966,1820.0
1967,1843.0
1968,1871.0
1969,1903.0
1970,1605.0
1971,1645.0
1972,1689.0
1973,1736.0
1974,1787.0
1975,1878.0
1976,1938.0
1977,1996.0
1978,2051.0
1979,2107.0
1980,2121.0
1981,2178.0
1982,2239.0
1983,2299.0
1984,2360.0
1985,2326.0
1986,2419.0
1987,2515.0
1988,2608.0
1989,2691.0
1990,2617.0
1991,2652.0
1992,2673.0
1993,2686.0
1994,2699.0
1995,2503.0
1996,2526.0
1997,2550.0
1998,2578.0
1999,2613.0
2000,2508.0
2001,2538.0
2002,2587.0
2003,2647.0
2004,2708.0
2005,2686.0
2006,2778.0
2007,2854.0
2008,2922.0
2009,2995.0
2010,2977.0
2011,3034.0
2012,3108.0
2013,3192.0
2014,3271.0
2015,3153.0
2016,3211.0
2017,3250.0
2018,3275.0
2019,3295.0
2020,3153.0
2021,3177.0
2022,3205.0
2023,3232.0
2024,3255.0
2025,3121.0
2026,3141.0
2027,3157.0
2028,3171.0
2029,3186.0
2030,3063.0
2031,3089.0
2032,3121.0
2033,3157.0
2034,3201.0
2035,3102.0
2036,3163.0
2037,3233.0
2038,3306.0
2039,3378.0
2040,3315.0
2041,3380.0
2042,3439.0
2043,3492.0
2044,3541.0
2045,3460.0
2046,3503.0
2047,3540.0
2048,3573.0
2049,3600.0
2050,3495.0
2051,3517.0
2052,3534.0
2053,3547.0
2054,3556.0
2055,3454.0
2056,3461.0
2057,3465.0
2058,3468.0
2059,3470.0
2060,3358.0
2061,3368.0
2062,3379.0
2063,3392.0
2064,3408.0
2065,3325.0
2066,3350.0
2067,3379.0
2068,3409.0
2069,3440.0
2070,3357.0
2071,3391.0
2072,3425.0
2073,3458.0
2074,3488.0
2075,3414.0
2076,3440.0
2077,3462.0
2078,3479.0
2079,3491.0
2080,3395.0
2081,3403.0
2082,3407.0
2083,3406.0
2084,3402.0
2085,3310.0
2086,3306.0
2087,3298.0
2088,3289.0
2089,3278.0
2090,3176.0
2091,3169.0
2092,3163.0
2093,3156.0
2094,3150.0
2095,3072.0
2096,3074.0
2097,3076.0
2098,3078.0
2099,3079.0
