Time,Births
1950,78252.0
1951,79311.0
1952,80446.0
1953,81635.0
1954,82883.0
1955,84377.0
1956,85573.0
1957,86887.0
1958,88321.0
1959,89889.0
1960,91787.0
1961,93434.0
1962,95249.0
1963,97241.0
1964,99422.0
1965,102007.0
1966,104282.0
1967,106761.0
1968,109453.0
1969,112366.0
1970,115735.0
1971,118890.0
1972,122302.0
1973,125752.0
1974,128970.0
1975,135365.0
1976,135198.0
1977,134636.0
1978,134017.0
1979,133750.0
1980,138647.0
1981,141663.0
1982,145349.0
1983,149621.0
1984,154339.0
1985,156997.0
1986,162357.0
1987,168019.0
1988,173948.0
1989,180118.0
1990,175032.0
1991,180390.0
1992,185954.0
1993,191616.0
1994,197289.0
1995,167251.0
1996,170887.0
1997,174667.0
1998,178594.0
1999,182670.0
2000,154653.0
2001,158640.0
2002,162614.0
2003,166741.0
2004,171218.0
2005,156614.0
2006,161531.0
2007,166546.0
2008,171562.0
2009,176455.0
2010,158975.0
2011,162608.0
2012,165985.0
2013,169009.0
2014,171585.0
2015,161945.0
2016,164448.0
2017,166668.0
2018,168629.0
2019,170409.0
2020,158928.0
2021,160131.0
2022,161211.0
2023,162182.0
2024,163056.0
2025,152798.0
2026,153655.0
2027,154425.0
2028,155138.0
2029,155829.0
2030,146666.0
2031,147365.0
2032,148040.0
2033,148687.0
2034,149291.0
2035,141912.0
2036,142508.0
2037,143031.0
2038,143467.0
2039,143801.0
2040,137500.0
2041,137734.0
2042,137839.0
2043,137812.0
2044,137649.0
2045,132275.0
2046,132016.0
2047,131608.0
2048,131068.0
2049,130428.0
2050,126099.0
2051,125492.0
2052,124791.0
2053,124009.0
2054,123166.0
2055,120115.0
2056,119365.0
2057,118554.0
2058,117691.0
2059,116786.0
2060,114467.0
2061,113685.0
2062,112860.0
2063,111992.0
2064,111078.0
2065,109318.0
2066,108515.0
2067,107657.0
2068,106744.0
2069,105779.0
2070,104326.0
2071,103468.0
2072,102552.0
2073,101579.0
2074,100557.0
2075,99350.0
2076,98441.0
2077,97479.0
2078,96470.0
2079,95421.0
2080,94598.0
2081,93673.0
2082,92710.0
2083,91710.0
2084,90680.0
2085,89980.0
2086,89083.0
2087,88161.0
2088,87210.0
2089,86229.0
2090,85543.0
2091,84706.0
2092,83842.0
2093,82945.0
2094,82012.0
2095,81430.0
2096,80644.0
2097,79827.0
2098,78971.0
2099,78073.0
