Time,Births
1950,414591.0
1951,420120.0
1952,423396.0
1953,426975.0
1954,431627.0
1955,437066.0
1956,438044.0
1957,441377.0
1958,445656.0
1959,449698.0
1960,453192.0
1961,456845.0
1962,459962.0
1963,463161.0
1964,467511.0
1965,474426.0
1966,480064.0
1967,487388.0
1968,496197.0
1969,506136.0
1970,511167.0
1971,520811.0
1972,531917.0
1973,544075.0
1974,556850.0
1975,567100.0
1976,578829.0
1977,591119.0
1978,603971.0
1979,617513.0
1980,618442.0
1981,631379.0
1982,645317.0
1983,660160.0
1984,675832.0
1985,663942.0
1986,679199.0
1987,695532.0
1988,712738.0
1989,730615.0
1990,708210.0
1991,723369.0
1992,739454.0
1993,756836.0
1994,775972.0
1995,717486.0
1996,740685.0
1997,765551.0
1998,791315.0
1999,817143.0
2000,677317.0
2001,691808.0
2002,705517.0
2003,718390.0
2004,730670.0
2005,608373.0
2006,620062.0
2007,630564.0
2008,640162.0
2009,649771.0
2010,550707.0
2011,563146.0
2012,577255.0
2013,592718.0
2014,608988.0
2015,527782.0
2016,544569.0
2017,560942.0
2018,575751.0
2019,587759.0
2020,558768.0
2021,563509.0
2022,565436.0
2023,565034.0
2024,563132.0
2025,528436.0
2026,524614.0
2027,520155.0
2028,515043.0
2029,509242.0
2030,481789.0
2031,474885.0
2032,467025.0
2033,458527.0
2034,449899.0
2035,429149.0
2036,422529.0
2037,416140.0
2038,409960.0
2039,404024.0
2040,392083.0
2041,388301.0
2042,384845.0
2043,381384.0
2044,377571.0
2045,372342.0
2046,369010.0
2047,365156.0
2048,360626.0
2049,355381.0
2050,352479.0
2051,347495.0
2052,341800.0
2053,335400.0
2054,328461.0
2055,324981.0
2056,318940.0
2057,312530.0
2058,305775.0
2059,298825.0
2060,297210.0
2061,291660.0
2062,286081.0
2063,280419.0
2064,274693.0
2065,273907.0
2066,269534.0
2067,265188.0
2068,260748.0
2069,256146.0
2070,255339.0
2071,251776.0
2072,248104.0
2073,244205.0
2074,240015.0
2075,239640.0
2076,236247.0
2077,232624.0
2078,228698.0
2079,224461.0
2080,224072.0
2081,220559.0
2082,216829.0
2083,212845.0
2084,208621.0
2085,208608.0
2086,205029.0
2087,201331.0
2088,197485.0
2089,193492.0
2090,193439.0
2091,189984.0
2092,186518.0
2093,183000.0
2094,179393.0
2095,179101.0
2096,175946.0
2097,172836.0
2098,169714.0
2099,166517.0
