Time,Births
1950,1250.0
1951,1336.0
1952,1415.0
1953,1491.0
1954,1567.0
1955,1641.0
1956,1699.0
1957,1767.0
1958,1844.0
1959,1933.0
1960,2035.0
1961,2173.0
1962,2333.0
1963,2511.0
1964,2701.0
1965,2898.0
1966,3120.0
1967,3355.0
1968,3602.0
1969,3858.0
1970,3995.0
1971,4208.0
1972,4451.0
1973,4735.0
1974,5068.0
1975,4926.0
1976,5598.0
1977,6338.0
1978,7138.0
1979,7992.0
1980,7929.0
1981,8794.0
1982,9635.0
1983,10424.0
1984,11158.0
1985,9557.0
1986,9985.0
1987,10441.0
1988,10884.0
1989,11259.0
1990,9780.0
1991,10301.0
1992,10667.0
1993,10896.0
1994,11046.0
1995,10417.0
1996,10453.0
1997,10590.0
1998,10831.0
1999,11169.0
2000,10086.0
2001,11077.0
2002,12178.0
2003,13387.0
2004,14719.0
2005,12160.0
2006,13830.0
2007,15747.0
2008,17829.0
2009,19968.0
2010,19748.0
2011,21354.0
2012,23009.0
2013,24595.0
2014,25996.0
2015,25406.0
2016,25929.0
2017,26306.0
2018,26601.0
2019,26892.0
2020,25611.0
2021,25780.0
2022,26076.0
2023,26469.0
2024,26922.0
2025,25937.0
2026,25965.0
2027,26007.0
2028,26067.0
2029,26160.0
2030,25267.0
2031,25310.0
2032,25427.0
2033,25593.0
2034,25780.0
2035,25295.0
2036,25442.0
2037,25616.0
2038,25809.0
2039,26013.0
2040,25861.0
2041,26000.0
2042,26166.0
2043,26344.0
2044,26521.0
2045,26633.0
2046,26721.0
2047,26825.0
2048,26931.0
2049,27022.0
2050,27183.0
2051,27167.0
2052,27158.0
2053,27149.0
2054,27136.0
2055,27368.0
2056,27276.0
2057,27211.0
2058,27164.0
2059,27130.0
2060,27451.0
2061,27346.0
2062,27282.0
2063,27251.0
2064,27244.0
2065,27616.0
2066,27542.0
2067,27516.0
2068,27529.0
2069,27570.0
2070,28036.0
2071,28004.0
2072,28021.0
2073,28078.0
2074,28163.0
2075,28680.0
2076,28660.0
2077,28688.0
2078,28760.0
2079,28862.0
2080,29339.0
2081,29306.0
2082,29322.0
2083,29380.0
2084,29467.0
2085,29969.0
2086,29915.0
2087,29911.0
2088,29953.0
2089,30032.0
2090,30428.0
2091,30363.0
2092,30354.0
2093,30400.0
2094,30495.0
2095,30932.0
2096,30879.0
2097,30885.0
2098,30954.0
2099,31077.0
