Time,Births
1950,18710.0
1951,19069.0
1952,19525.0
1953,20047.0
1954,20606.0
1955,22442.0
1956,22902.0
1957,23368.0
1958,23848.0
1959,24361.0
1960,23601.0
1961,24022.0
1962,24466.0
1963,24945.0
1964,25464.0
1965,24058.0
1966,24533.0
1967,24973.0
1968,25405.0
1969,25864.0
1970,23388.0
1971,24207.0
1972,25023.0
1973,25811.0
1974,26554.0
1975,22308.0
1976,22893.0
1977,23473.0
1978,24050.0
1979,24606.0
1980,22992.0
1981,23464.0
1982,23888.0
1983,24297.0
1984,24737.0
1985,21380.0
1986,21503.0
1987,21586.0
1988,21636.0
1989,21639.0
1990,21427.0
1991,21463.0
1992,21473.0
1993,21430.0
1994,21318.0
1995,21024.0
1996,20895.0
1997,20704.0
1998,20444.0
1999,20118.0
2000,19207.0
2001,18719.0
2002,18193.0
2003,17674.0
2004,17221.0
2005,15588.0
2006,15729.0
2007,15926.0
2008,16151.0
2009,16378.0
2010,15747.0
2011,15826.0
2012,15922.0
2013,16027.0
2014,16131.0
2015,15435.0
2016,15538.0
2017,15632.0
2018,15706.0
2019,15745.0
2020,15040.0
2021,15077.0
2022,15072.0
2023,15033.0
2024,14976.0
2025,14293.0
2026,14273.0
2027,14236.0
2028,14185.0
2029,14124.0
2030,13556.0
2031,13512.0
2032,13459.0
2033,13399.0
2034,13333.0
2035,12765.0
2036,12710.0
2037,12648.0
2038,12579.0
2039,12507.0
2040,12033.0
2041,11990.0
2042,11946.0
2043,11898.0
2044,11844.0
2045,11440.0
2046,11397.0
2047,11343.0
2048,11277.0
2049,11199.0
2050,10852.0
2051,10776.0
2052,10686.0
2053,10583.0
2054,10470.0
2055,10135.0
2056,10033.0
2057,9921.0
2058,9801.0
2059,9674.0
2060,9397.0
2061,9287.0
2062,9170.0
2063,9048.0
2064,8921.0
2065,8682.0
2066,8574.0
2067,8460.0
2068,8342.0
2069,8218.0
2070,8005.0
2071,7901.0
2072,7792.0
2073,7677.0
2074,7556.0
2075,7369.0
2076,7267.0
2077,7158.0
2078,7042.0
2079,6920.0
2080,6747.0
2081,6644.0
2082,6533.0
2083,6413.0
2084,6286.0
2085,6126.0
2086,6017.0
2087,5900.0
2088,5778.0
2089,5651.0
2090,5486.0
2091,5378.0
2092,5264.0
2093,5145.0
2094,5020.0
2095,4884.0
2096,4779.0
2097,4669.0
2098,4555.0
2099,4435.0
