Time,Births
1950,66879.0
1951,68275.0
1952,69443.0
1953,70529.0
1954,71622.0
1955,72686.0
1956,74104.0
1957,75597.0
1958,77102.0
1959,78562.0
1960,79315.0
1961,81258.0
1962,83081.0
1963,84858.0
1964,86699.0
1965,84935.0
1966,87322.0
1967,89811.0
1968,92391.0
1969,95056.0
1970,86218.0
1971,89155.0
1972,92226.0
1973,95379.0
1974,98534.0
1975,99070.0
1976,102761.0
1977,106272.0
1978,109705.0
1979,113215.0
1980,115287.0
1981,119282.0
1982,123503.0
1983,127848.0
1984,132178.0
1985,127979.0
1986,132047.0
1987,136124.0
1988,140153.0
1989,144101.0
1990,135195.0
1991,138488.0
1992,141694.0
1993,144892.0
1994,148175.0
1995,137898.0
1996,141118.0
1997,144428.0
1998,147886.0
1999,151561.0
2000,130847.0
2001,134136.0
2002,137673.0
2003,141353.0
2004,145005.0
2005,133526.0
2006,136772.0
2007,139780.0
2008,142654.0
2009,145568.0
2010,133949.0
2011,136598.0
2012,139366.0
2013,142147.0
2014,144776.0
2015,138994.0
2016,141112.0
2017,142956.0
2018,144561.0
2019,146004.0
2020,140554.0
2021,141593.0
2022,142518.0
2023,143326.0
2024,144002.0
2025,138426.0
2026,138896.0
2027,139250.0
2028,139518.0
2029,139747.0
2030,134584.0
2031,134823.0
2032,135046.0
2033,135263.0
2034,135474.0
2035,130980.0
2036,131202.0
2037,131416.0
2038,131620.0
2039,131809.0
2040,127712.0
2041,127890.0
2042,128045.0
2043,128168.0
2044,128247.0
2045,124625.0
2046,124648.0
2047,124616.0
2048,124528.0
2049,124384.0
2050,121087.0
2051,120885.0
2052,120625.0
2053,120308.0
2054,119940.0
2055,116788.0
2056,116396.0
2057,115956.0
2058,115475.0
2059,114958.0
2060,112598.0
2061,112104.0
2062,111577.0
2063,111020.0
2064,110439.0
2065,108275.0
2066,107744.0
2067,107191.0
2068,106616.0
2069,106013.0
2070,104226.0
2071,103673.0
2072,103092.0
2073,102487.0
2074,101857.0
2075,100565.0
2076,99968.0
2077,99349.0
2078,98708.0
2079,98041.0
2080,96685.0
2081,96042.0
2082,95382.0
2083,94701.0
2084,93999.0
2085,92861.0
2086,92191.0
2087,91506.0
2088,90805.0
2089,90087.0
2090,89322.0
2091,88647.0
2092,87963.0
2093,87271.0
2094,86565.0
2095,85898.0
2096,85244.0
2097,84583.0
2098,83912.0
2099,83226.0
