Time,Births
1950,135434.0
1951,138780.0
1952,141370.0
1953,144333.0
1954,148017.0
1955,156749.0
1956,159864.0
1957,164190.0
1958,169044.0
1959,173792.0
1960,185853.0
1961,190801.0
1962,195274.0
1963,199635.0
1964,204506.0
1965,213065.0
1966,218513.0
1967,224809.0
1968,231955.0
1969,239836.0
1970,248434.0
1971,257681.0
1972,267737.0
1973,278454.0
1974,289637.0
1975,297079.0
1976,307276.0
1977,317705.0
1978,328739.0
1979,340924.0
1980,304067.0
1981,318465.0
1982,334525.0
1983,351881.0
1984,369972.0
1985,332821.0
1986,349211.0
1987,365541.0
1988,381818.0
1989,398233.0
1990,346884.0
1991,356517.0
1992,366460.0
1993,376547.0
1994,386420.0
1995,356091.0
1996,362385.0
1997,368319.0
1998,374223.0
1999,380507.0
2000,376120.0
2001,380400.0
2002,384851.0
2003,389600.0
2004,394638.0
2005,422776.0
2006,428119.0
2007,433379.0
2008,438675.0
2009,444111.0
2010,471937.0
2011,477160.0
2012,482021.0
2013,486450.0
2014,490490.0
2015,435314.0
2016,437149.0
2017,439506.0
2018,442372.0
2019,445587.0
2020,409754.0
2021,416875.0
2022,423543.0
2023,430423.0
2024,438405.0
2025,411361.0
2026,421116.0
2027,432189.0
2028,444272.0
2029,456802.0
2030,435028.0
2031,446946.0
2032,459079.0
2033,471082.0
2034,482605.0
2035,461453.0
2036,470878.0
2037,479552.0
2038,487479.0
2039,494732.0
2040,471670.0
2041,477418.0
2042,482541.0
2043,487039.0
2044,490899.0
2045,468107.0
2046,470607.0
2047,472506.0
2048,474035.0
2049,475513.0
2050,452748.0
2051,454376.0
2052,456190.0
2053,458220.0
2054,460465.0
2055,441130.0
2056,443751.0
2057,446593.0
2058,449615.0
2059,452751.0
2060,437676.0
2061,440893.0
2062,444136.0
2063,447301.0
2064,450260.0
2065,436835.0
2066,439255.0
2067,441379.0
2068,443157.0
2069,444554.0
2070,432584.0
2071,433335.0
2072,433690.0
2073,433674.0
2074,433338.0
2075,422920.0
2076,422224.0
2077,421270.0
2078,420106.0
2079,418793.0
2080,409609.0
2081,408321.0
2082,406964.0
2083,405566.0
2084,404160.0
2085,396809.0
2086,395680.0
2087,394586.0
2088,393516.0
2089,392458.0
2090,387565.0
2091,386744.0
2092,385933.0
2093,385099.0
2094,384198.0
2095,380062.0
2096,379178.0
2097,378213.0
2098,377147.0
2099,375960.0
