Time,Births
1950,95486.0
1951,96180.0
1952,97128.0
1953,98259.0
1954,99535.0
1955,100953.0
1956,101820.0
1957,102917.0
1958,104204.0
1959,105637.0
1960,111108.0
1961,112134.0
1962,113400.0
1963,114854.0
1964,116448.0
1965,121259.0
1966,122420.0
1967,123855.0
1968,125513.0
1969,127355.0
1970,132426.0
1971,134008.0
1972,135870.0
1973,137990.0
1974,140369.0
1975,144781.0
1976,147059.0
1977,149741.0
1978,152768.0
1979,156073.0
1980,161451.0
1981,164559.0
1982,167906.0
1983,171625.0
1984,175908.0
1985,177962.0
1986,182772.0
1987,188335.0
1988,194002.0
1989,198995.0
1990,198737.0
1991,199800.0
1992,199710.0
1993,199086.0
1994,198705.0
1995,191451.0
1996,191955.0
1997,193475.0
1998,196265.0
1999,200587.0
2000,195810.0
2001,203684.0
2002,213522.0
2003,224468.0
2004,235498.0
2005,227126.0
2006,235174.0
2007,242485.0
2008,249383.0
2009,256336.0
2010,231932.0
2011,238082.0
2012,244580.0
2013,251353.0
2014,258289.0
2015,239000.0
2016,245334.0
2017,251728.0
2018,258235.0
2019,264946.0
2020,244679.0
2021,250763.0
2022,257088.0
2023,263588.0
2024,270158.0
2025,250118.0
2026,255995.0
2027,261882.0
2028,267761.0
2029,273624.0
2030,255495.0
2031,260671.0
2032,265795.0
2033,270852.0
2034,275828.0
2035,259429.0
2036,263759.0
2037,268001.0
2038,272142.0
2039,276171.0
2040,262410.0
2041,265929.0
2042,269333.0
2043,272621.0
2044,275794.0
2045,262592.0
2046,265341.0
2047,267996.0
2048,270555.0
2049,273016.0
2050,261010.0
2051,263205.0
2052,265313.0
2053,267330.0
2054,269257.0
2055,258366.0
2056,260072.0
2057,261694.0
2058,263230.0
2059,264679.0
2060,254806.0
2061,256103.0
2062,257319.0
2063,258449.0
2064,259487.0
2065,249905.0
2066,250807.0
2067,251624.0
2068,252351.0
2069,252979.0
2070,244275.0
2071,244795.0
2072,245221.0
2073,245555.0
2074,245799.0
2075,238371.0
2076,238547.0
2077,238644.0
2078,238662.0
2079,238601.0
2080,232307.0
2081,232199.0
2082,232024.0
2083,231781.0
2084,231470.0
2085,226316.0
2086,225977.0
2087,225579.0
2088,225121.0
2089,224601.0
2090,219916.0
2091,219367.0
2092,218768.0
2093,218119.0
2094,217419.0
2095,213560.0
2096,212837.0
2097,212076.0
2098,211276.0
2099,210440.0
