Time,Births
1950,156453.0
1951,157638.0
1952,158763.0
1953,159430.0
1954,159530.0
1955,145544.0
1956,144837.0
1957,143622.0
1958,142206.0
1959,140933.0
1960,134785.0
1961,133986.0
1962,133554.0
1963,133495.0
1964,133777.0
1965,128949.0
1966,130029.0
1967,131481.0
1968,133108.0
1969,134619.0
1970,137712.0
1971,138819.0
1972,139572.0
1973,139961.0
1974,140032.0
1975,142304.0
1976,141725.0
1977,140856.0
1978,139779.0
1979,138629.0
1980,126201.0
1981,125521.0
1982,124915.0
1983,124321.0
1984,123672.0
1985,118800.0
1986,118113.0
1987,117309.0
1988,116479.0
1989,115751.0
1990,92091.0
1991,91480.0
1992,90994.0
1993,90559.0
1994,90063.0
1995,68872.0
1996,68577.0
1997,68240.0
1998,67852.0
1999,67406.0
2000,69502.0
2001,68910.0
2002,68217.0
2003,67431.0
2004,66559.0
2005,79960.0
2006,78657.0
2007,77263.0
2008,75772.0
2009,74190.0
2010,72862.0
2011,71368.0
2012,69860.0
2013,68312.0
2014,66698.0
2015,67489.0
2016,65911.0
2017,64212.0
2018,62473.0
2019,60791.0
2020,62386.0
2021,60821.0
2022,59367.0
2023,58021.0
2024,56767.0
2025,57899.0
2026,56739.0
2027,55670.0
2028,54703.0
2029,53862.0
2030,54400.0
2031,53745.0
2032,53224.0
2033,52814.0
2034,52480.0
2035,52912.0
2036,52662.0
2037,52474.0
2038,52315.0
2039,52145.0
2040,52474.0
2041,52244.0
2042,51976.0
2043,51661.0
2044,51291.0
2045,51368.0
2046,50902.0
2047,50371.0
2048,49786.0
2049,49167.0
2050,48958.0
2051,48328.0
2052,47683.0
2053,47034.0
2054,46393.0
2055,46086.0
2056,45517.0
2057,44975.0
2058,44459.0
2059,43963.0
2060,43641.0
2061,43229.0
2062,42842.0
2063,42477.0
2064,42129.0
2065,41858.0
2066,41572.0
2067,41304.0
2068,41047.0
2069,40794.0
2070,40617.0
2071,40385.0
2072,40155.0
2073,39920.0
2074,39672.0
2075,39424.0
2076,39166.0
2077,38895.0
2078,38605.0
2079,38292.0
2080,38052.0
2081,37725.0
2082,37383.0
2083,37030.0
2084,36664.0
2085,36326.0
2086,35974.0
2087,35617.0
2088,35251.0
2089,34873.0
2090,34527.0
2091,34207.0
2092,33882.0
2093,33550.0
2094,33210.0
2095,32912.0
2096,32645.0
2097,32374.0
2098,32095.0
2099,31807.0
