Time,Births
1950,921.0
1951,945.0
1952,968.0
1953,986.0
1954,996.0
1955,1053.0
1956,1064.0
1957,1076.0
1958,1098.0
1959,1132.0
1960,1220.0
1961,1379.0
1962,1572.0
1963,1786.0
1964,2004.0
1965,2168.0
1966,2371.0
1967,2566.0
1968,2760.0
1969,2959.0
1970,2677.0
1971,2783.0
1972,2882.0
1973,2963.0
1974,3039.0
1975,2343.0
1976,2417.0
1977,2511.0
1978,2624.0
1979,2748.0
1980,2435.0
1981,2502.0
1982,2547.0
1983,2561.0
1984,2550.0
1985,2557.0
1986,2526.0
1987,2501.0
1988,2480.0
1989,2454.0
1990,2244.0
1991,2260.0
1992,2268.0
1993,2261.0
1994,2244.0
1995,1744.0
1996,1718.0
1997,1694.0
1998,1672.0
1999,1645.0
2000,1561.0
2001,1569.0
2002,1574.0
2003,1575.0
2004,1570.0
2005,1755.0
2006,1737.0
2007,1714.0
2008,1686.0
2009,1651.0
2010,1522.0
2011,1494.0
2012,1469.0
2013,1447.0
2014,1425.0
2015,1242.0
2016,1237.0
2017,1234.0
2018,1231.0
2019,1227.0
2020,1175.0
2021,1171.0
2022,1162.0
2023,1153.0
2024,1144.0
2025,1100.0
2026,1100.0
2027,1102.0
2028,1106.0
2029,1109.0
2030,1082.0
2031,1086.0
2032,1088.0
2033,1088.0
2034,1084.0
2035,1054.0
2036,1045.0
2037,1031.0
2038,1015.0
2039,996.0
2040,966.0
2041,954.0
2042,941.0
2043,928.0
2044,915.0
2045,893.0
2046,881.0
2047,869.0
2048,855.0
2049,840.0
2050,819.0
2051,804.0
2052,787.0
2053,768.0
2054,751.0
2055,730.0
2056,717.0
2057,705.0
2058,694.0
2059,683.0
2060,669.0
2061,660.0
2062,651.0
2063,641.0
2064,630.0
2065,617.0
2066,608.0
2067,599.0
2068,589.0
2069,577.0
2070,565.0
2071,556.0
2072,545.0
2073,533.0
2074,520.0
2075,505.0
2076,494.0
2077,481.0
2078,468.0
2079,454.0
2080,438.0
2081,426.0
2082,414.0
2083,401.0
2084,388.0
2085,373.0
2086,362.0
2087,351.0
2088,340.0
2089,328.0
2090,314.0
2091,305.0
2092,296.0
2093,285.0
2094,275.0
2095,264.0
2096,255.0
2097,247.0
2098,237.0
2099,227.0
