Time,Births
1950,1572.0
1951,1626.0
1952,1659.0
1953,1690.0
1954,1731.0
1955,1729.0
1956,1759.0
1957,1806.0
1958,1861.0
1959,1914.0
1960,1934.0
1961,1991.0
1962,2039.0
1963,2086.0
1964,2140.0
1965,2204.0
1966,2272.0
1967,2349.0
1968,2431.0
1969,2505.0
1970,2569.0
1971,2540.0
1972,2496.0
1973,2450.0
1974,2418.0
1975,2233.0
1976,2356.0
1977,2500.0
1978,2656.0
1979,2815.0
1980,2787.0
1981,2921.0
1982,3050.0
1983,3178.0
1984,3310.0
1985,2988.0
1986,3086.0
1987,3186.0
1988,3285.0
1989,3382.0
1990,3204.0
1991,3295.0
1992,3369.0
1993,3425.0
1994,3464.0
1995,3296.0
1996,3352.0
1997,3393.0
1998,3421.0
1999,3439.0
2000,3067.0
2001,3031.0
2002,3003.0
2003,2983.0
2004,2962.0
2005,2582.0
2006,2630.0
2007,2652.0
2008,2653.0
2009,2640.0
2010,2385.0
2011,2409.0
2012,2453.0
2013,2510.0
2014,2572.0
2015,2412.0
2016,2476.0
2017,2536.0
2018,2593.0
2019,2649.0
2020,2515.0
2021,2572.0
2022,2627.0
2023,2678.0
2024,2721.0
2025,2598.0
2026,2629.0
2027,2652.0
2028,2666.0
2029,2672.0
2030,2540.0
2031,2541.0
2032,2535.0
2033,2525.0
2034,2514.0
2035,2374.0
2036,2368.0
2037,2362.0
2038,2357.0
2039,2352.0
2040,2245.0
2041,2246.0
2042,2247.0
2043,2250.0
2044,2253.0
2045,2167.0
2046,2177.0
2047,2189.0
2048,2202.0
2049,2214.0
2050,2145.0
2051,2160.0
2052,2174.0
2053,2185.0
2054,2193.0
2055,2119.0
2056,2123.0
2057,2124.0
2058,2120.0
2059,2111.0
2060,2032.0
2061,2021.0
2062,2006.0
2063,1987.0
2064,1965.0
2065,1890.0
2066,1870.0
2067,1850.0
2068,1826.0
2069,1803.0
2070,1735.0
2071,1718.0
2072,1701.0
2073,1685.0
2074,1669.0
2075,1620.0
2076,1610.0
2077,1601.0
2078,1592.0
2079,1582.0
2080,1547.0
2081,1542.0
2082,1535.0
2083,1527.0
2084,1518.0
2085,1487.0
2086,1478.0
2087,1467.0
2088,1453.0
2089,1438.0
2090,1402.0
2091,1385.0
2092,1367.0
2093,1347.0
2094,1325.0
2095,1290.0
2096,1268.0
2097,1246.0
2098,1223.0
2099,1199.0
