Time,Births
1950,69876.0
1951,71424.0
1952,72953.0
1953,74644.0
1954,76571.0
1955,77364.0
1956,79191.0
1957,81330.0
1958,83482.0
1959,85354.0
1960,79517.0
1961,80666.0
1962,81439.0
1963,81904.0
1964,82223.0
1965,69748.0
1966,69857.0
1967,69927.0
1968,70090.0
1969,70512.0
1970,68668.0
1971,70124.0
1972,71927.0
1973,73995.0
1974,76173.0
1975,76162.0
1976,77940.0
1977,79586.0
1978,81041.0
1979,82245.0
1980,87559.0
1981,88996.0
1982,90050.0
1983,90610.0
1984,90709.0
1985,93662.0
1986,93327.0
1987,92438.0
1988,91017.0
1989,89250.0
1990,68901.0
1991,68230.0
1992,67898.0
1993,67805.0
1994,67795.0
1995,54582.0
1996,54640.0
1997,54769.0
1998,55050.0
1999,55580.0
2000,40364.0
2001,41057.0
2002,41921.0
2003,42877.0
2004,43795.0
2005,45122.0
2006,45298.0
2007,45389.0
2008,45407.0
2009,45354.0
2010,45070.0
2011,45212.0
2012,45237.0
2013,45101.0
2014,44761.0
2015,43779.0
2016,43071.0
2017,42125.0
2018,40994.0
2019,39761.0
2020,40821.0
2021,39512.0
2022,38145.0
2023,36765.0
2024,35425.0
2025,36068.0
2026,34804.0
2027,33629.0
2028,32556.0
2029,31598.0
2030,31958.0
2031,31209.0
2032,30604.0
2033,30119.0
2034,29714.0
2035,30146.0
2036,29841.0
2037,29593.0
2038,29380.0
2039,29175.0
2040,29729.0
2041,29525.0
2042,29303.0
2043,29054.0
2044,28776.0
2045,29104.0
2046,28774.0
2047,28407.0
2048,28009.0
2049,27585.0
2050,27710.0
2051,27244.0
2052,26758.0
2053,26261.0
2054,25763.0
2055,25757.0
2056,25288.0
2057,24836.0
2058,24402.0
2059,23989.0
2060,23910.0
2061,23556.0
2062,23227.0
2063,22921.0
2064,22634.0
2065,22625.0
2066,22400.0
2067,22195.0
2068,22007.0
2069,21829.0
2070,21851.0
2071,21697.0
2072,21549.0
2073,21401.0
2074,21249.0
2075,21294.0
2076,21127.0
2077,20954.0
2078,20772.0
2079,20581.0
2080,20551.0
2081,20330.0
2082,20103.0
2083,19875.0
2084,19644.0
2085,19504.0
2086,19262.0
2087,19023.0
2088,18785.0
2089,18547.0
2090,18422.0
2091,18205.0
2092,17994.0
2093,17789.0
2094,17588.0
2095,17493.0
2096,17330.0
2097,17173.0
2098,17019.0
2099,16866.0
