Time,Births
1950,117363.0
1951,119063.0
1952,120230.0
1953,121466.0
1954,123001.0
1955,125850.0
1956,126859.0
1957,128501.0
1958,130453.0
1959,132416.0
1960,137997.0
1961,139673.0
1962,141202.0
1963,142788.0
1964,144747.0
1965,150921.0
1966,152937.0
1967,155583.0
1968,158621.0
1969,161771.0
1970,165509.0
1971,167031.0
1972,168695.0
1973,170771.0
1974,173556.0
1975,180388.0
1976,185612.0
1977,191844.0
1978,198894.0
1979,206503.0
1980,213669.0
1981,219369.0
1982,225438.0
1983,231709.0
1984,238035.0
1985,246224.0
1986,251878.0
1987,257710.0
1988,263672.0
1989,269705.0
1990,270574.0
1991,272262.0
1992,273844.0
1993,275176.0
1994,276175.0
1995,267325.0
1996,267694.0
1997,267926.0
1998,268657.0
1999,270688.0
2000,263532.0
2001,272444.0
2002,283273.0
2003,295854.0
2004,309898.0
2005,305236.0
2006,319880.0
2007,335737.0
2008,352454.0
2009,369598.0
2010,360233.0
2011,375076.0
2012,390029.0
2013,404956.0
2014,419803.0
2015,398069.0
2016,411881.0
2017,425787.0
2018,439734.0
2019,453664.0
2020,432855.0
2021,445806.0
2022,458659.0
2023,471629.0
2024,484990.0
2025,462744.0
2026,475842.0
2027,489497.0
2028,503729.0
2029,518521.0
2030,495557.0
2031,510217.0
2032,525424.0
2033,541157.0
2034,557383.0
2035,533676.0
2036,549469.0
2037,565667.0
2038,582216.0
2039,599049.0
2040,574224.0
2041,590242.0
2042,606439.0
2043,622725.0
2044,638992.0
2045,613539.0
2046,628560.0
2047,643471.0
2048,658236.0
2049,672824.0
2050,646762.0
2051,660146.0
2052,673350.0
2053,686398.0
2054,699323.0
2055,674416.0
2056,686606.0
2057,698707.0
2058,710755.0
2059,722790.0
2060,697184.0
2061,708772.0
2062,720392.0
2063,732029.0
2064,743650.0
2065,719784.0
2066,731019.0
2067,742211.0
2068,753337.0
2069,764371.0
2070,742465.0
2071,752987.0
2072,763383.0
2073,773622.0
2074,783670.0
2075,760010.0
2076,769389.0
2077,778579.0
2078,787544.0
2079,796246.0
2080,774575.0
2081,782673.0
2082,790488.0
2083,798030.0
2084,805321.0
2085,783746.0
2086,790565.0
2087,797170.0
2088,803555.0
2089,809710.0
2090,786886.0
2091,792752.0
2092,798421.0
2093,803887.0
2094,809142.0
2095,786619.0
2096,791701.0
2097,796592.0
2098,801275.0
2099,805733.0
