Time,Births
1950,148943.0
1951,152240.0
1952,155555.0
1953,159495.0
1954,164059.0
1955,169855.0
1956,172902.0
1957,177109.0
1958,181897.0
1959,186746.0
1960,192266.0
1961,197041.0
1962,202076.0
1963,207408.0
1964,213257.0
1965,222142.0
1966,227567.0
1967,233876.0
1968,241156.0
1969,249460.0
1970,259131.0
1971,269944.0
1972,282265.0
1973,295853.0
1974,310403.0
1975,321233.0
1976,335385.0
1977,350535.0
1978,366612.0
1979,383614.0
1980,374567.0
1981,390587.0
1982,408011.0
1983,426584.0
1984,445993.0
1985,434450.0
1986,451977.0
1987,470160.0
1988,489277.0
1989,509732.0
1990,497024.0
1991,517557.0
1992,539641.0
1993,563097.0
1994,587611.0
1995,581616.0
1996,603193.0
1997,625618.0
1998,648576.0
1999,671685.0
2000,660326.0
2001,676262.0
2002,692023.0
2003,707971.0
2004,724638.0
2005,688858.0
2006,706646.0
2007,725772.0
2008,746220.0
2009,767882.0
2010,745516.0
2011,768479.0
2012,792325.0
2013,817151.0
2014,843098.0
2015,822706.0
2016,848082.0
2017,874634.0
2018,902036.0
2019,929852.0
2020,899731.0
2021,925705.0
2022,952031.0
2023,978654.0
2024,1005588.0
2025,974232.0
2026,999780.0
2027,1025596.0
2028,1051756.0
2029,1078365.0
2030,1043643.0
2031,1068941.0
2032,1094765.0
2033,1121071.0
2034,1147769.0
2035,1114086.0
2036,1139513.0
2037,1165293.0
2038,1191424.0
2039,1217912.0
2040,1183722.0
2041,1209005.0
2042,1234660.0
2043,1260628.0
2044,1286831.0
2045,1251565.0
2046,1276524.0
2047,1301690.0
2048,1326998.0
2049,1352381.0
2050,1315818.0
2051,1339861.0
2052,1363949.0
2053,1388034.0
2054,1412062.0
2055,1374523.0
2056,1397223.0
2057,1419866.0
2058,1442424.0
2059,1464871.0
2060,1427009.0
2061,1448281.0
2062,1469470.0
2063,1490554.0
2064,1511519.0
2065,1473853.0
2066,1493821.0
2067,1513704.0
2068,1533473.0
2069,1553093.0
2070,1516022.0
2071,1534741.0
2072,1553332.0
2073,1571759.0
2074,1589981.0
2075,1552106.0
2076,1569431.0
2077,1586571.0
2078,1603487.0
2079,1620140.0
2080,1578135.0
2081,1593855.0
2082,1609350.0
2083,1624584.0
2084,1639514.0
2085,1596101.0
2086,1610170.0
2087,1623957.0
2088,1637450.0
2089,1650639.0
2090,1608997.0
2091,1621449.0
2092,1633625.0
2093,1645500.0
2094,1657051.0
2095,1613235.0
2096,1624063.0
2097,1634614.0
2098,1644862.0
2099,1654772.0
