Time,Births
1950,2712.0
1951,2736.0
1952,2781.0
1953,2830.0
1954,2881.0
1955,3124.0
1956,3215.0
1957,3308.0
1958,3405.0
1959,3508.0
1960,3779.0
1961,3940.0
1962,4105.0
1963,4270.0
1964,4437.0
1965,3663.0
1966,3833.0
1967,4009.0
1968,4183.0
1969,4343.0
1970,4450.0
1971,4647.0
1972,4815.0
1973,4966.0
1974,5120.0
1975,4520.0
1976,4654.0
1977,4822.0
1978,5016.0
1979,5219.0
1980,5588.0
1981,5799.0
1982,5986.0
1983,6158.0
1984,6326.0
1985,5611.0
1986,5730.0
1987,5859.0
1988,5992.0
1989,6110.0
1990,6128.0
1991,6241.0
1992,6327.0
1993,6395.0
1994,6460.0
1995,5754.0
1996,5782.0
1997,5811.0
1998,5839.0
1999,5859.0
2000,4711.0
2001,4787.0
2002,4855.0
2003,4915.0
2004,4968.0
2005,5120.0
2006,5210.0
2007,5290.0
2008,5359.0
2009,5415.0
2010,5160.0
2011,5200.0
2012,5246.0
2013,5300.0
2014,5355.0
2015,5255.0
2016,5316.0
2017,5368.0
2018,5415.0
2019,5464.0
2020,5353.0
2021,5387.0
2022,5427.0
2023,5469.0
2024,5506.0
2025,5419.0
2026,5448.0
2027,5473.0
2028,5490.0
2029,5497.0
2030,5421.0
2031,5403.0
2032,5371.0
2033,5332.0
2034,5291.0
2035,5243.0
2036,5216.0
2037,5194.0
2038,5175.0
2039,5157.0
2040,5150.0
2041,5131.0
2042,5112.0
2043,5092.0
2044,5069.0
2045,5072.0
2046,5044.0
2047,5013.0
2048,4982.0
2049,4951.0
2050,4936.0
2051,4907.0
2052,4881.0
2053,4857.0
2054,4837.0
2055,4841.0
2056,4826.0
2057,4814.0
2058,4805.0
2059,4798.0
2060,4808.0
2061,4799.0
2062,4790.0
2063,4783.0
2064,4774.0
2065,4783.0
2066,4771.0
2067,4758.0
2068,4744.0
2069,4730.0
2070,4739.0
2071,4722.0
2072,4705.0
2073,4688.0
2074,4672.0
2075,4667.0
2076,4650.0
2077,4635.0
2078,4620.0
2079,4607.0
2080,4615.0
2081,4602.0
2082,4590.0
2083,4579.0
2084,4568.0
2085,4569.0
2086,4558.0
2087,4547.0
2088,4538.0
2089,4529.0
2090,4535.0
2091,4525.0
2092,4516.0
2093,4508.0
2094,4500.0
2095,4510.0
2096,4500.0
2097,4492.0
2098,4485.0
2099,4478.0
